Gold_Ingredient_Name,CAS_Number,Banned_in_California,Banned_in_Taiwan,Banned_in_EU,Aliases,Notes
"Petroleum, Coal, Tar And Natural Gas And Their Derivatives Generated Using Distillation And/Or Other Processing Methods If They Contain = 0,1 % W/W Benzene","85536-20-5, 85536-19-2, 90641-12-6, 90989-38-1, 91995-20-9, 92062-36-7, 91995-61-8, 101316-63-6, 93821-38-6, 90641-02-4, 101316-62-5, 90641-03-5, 65996-79-4, 101794-90-5, 90640-87-2, 84650-03-3, 65996-82-9, 90641-01-3, 65996-87-4, 90640-99-6, 68391-11-7, 92062-33-4, 91082-52-9, 68937-63-3, 92062-28-7, 92062-27-6, 91082-53-0, 91995-31-2, 91995-35-6, 91995-66-3, 122070-79-5, 122070-80-8, 65996-78-3, 94114-52-0, 94114-53-1, 94114-54-2, 94114-56-4, 94114-57-5, 90641-11-5, 8006-61-9, 8030-30-6, 8032-32-4, 64741-41-9, 64741-42-0, 64741-46-4, 64742-89-8, 68410-05-9, 68514-15-8, 68606-11-1, 68783-12-0, 68921-08-4, 101631-20-3, 64741-64-6, 64741-65-7, 64741-66-8, 64741-70-4, 64741-84-0, 64741-92-0, 68410-71-9, 68425-35-4, 68527-27-5, 91995-53-8, 92045-49-3, 92045-55-1, 92045-58-4, 92045-64-2, 101316-67-0, 64741-54-4, 64741-55-5, 68476-46-0, 68783-09-5, 91995-50-5, 92045-50-6, 92045-59-5, 92128-94-4, 101794-97-2, 101896-28-0, 64741-63-5, 64741-68-0, 68475-79-6, 68476-47-1, 68478-15-9, 68513-03-1, 68513-63-3, 68514-79-4, 68919-37-9, 68955-35-1, 85116-58-1, 91995-18-5, 93571-75-6, 93572-29-3, 93572-35-1, 93572-36-2, 64741-74-8, 64741-83-9, 67891-79-6, 67891-80-9, 68425-29-6, 68475-70-7, 68603-00-9, 68603-01-0, 68603-03-2, 68955-29-3, 92045-65-3, 64742-48-9, 64742-49-0, 64742-73-0, 68410-96-8, 68410-97-9, 68410-98-0, 68512-78-7, 85116-60-5, 85116-61-6, 92045-51-7, 92045-52-8, 92045-57-3, 92045-61-9, 92062-15-2, 93165-55-0, 93763-33-8, 93763-34-9, 64741-47-5, 64741-48-6, 64741-69-1, 64741-78-2, 64741-87-3, 64742-15-0, 64742-22-9, 64742-23-0, 64742-66-1, 64742-83-2, 64742-95-6, 68131-49-7, 68477-34-9, 68477-50-9, 68477-53-2, 68477-55-4, 68477-61-2, 68477-89-4, 68478-12-6, 68478-16-0, 68513-02-0, 68516-20-1, 68527-21-9, 68527-22-0, 68527-23-1, 68527-26-4, 68603-08-7, 68606-10-0, 68783-66-4, 68919-39-1, 68921-09-5, 85116-59-2, 86290-81-5, 90989-42-7, 91995-38-9, 91995-41-4, 91995-68-5, 92045-53-9, 92045-60-8, 92045-62-0, 92045-63-1, 92201-97-3, 93165-19-6, 94114-03-1, 95009-23-7, 97926-43-7, 98219-46-6, 98219-47-7, 101316-56-7, 101316-66-9, 101316-76-1, 101795-01-1, 102110-14-5, 68476-50-6, 68476-55-1, 90989-39-2",No,No,Yes,,(EU) 2019/831
"Petroleum, Coal, Tar And Natural Gas And Their Derivatives Generated Using Distillation And/Or Other Processing Methods If They Contain = 0,1 % W/W Benzene Or If They Contain = 0,005 % W/W Benzo[A]Pyrene","85029-51-2, 84650-04-4, 84989-09-3, 91995-49-2, 121620-47-1, 121620-48-2, 90640-90-7, 90641-04-6, 101896-27-9, 101794-91-6, 91995-48-1, 90641-05-7, 84989-12-8, 121620-46-0, 90640-81-6, 90640-82-7, 92061-92-2, 91995-15-2, 91995-16-3, 91995-17-4, 101316-87-4, 122384-78-5, 84988-93-2, 90640-88-3, 65996-83-0, 90640-89-4, 90641-06-8, 65996-85-2, 101316-86-3, 92062-22-1, 96690-55-0, 84989-04-8, 84989-05-9, 84989-06-0, 84989-03-7, 84989-07-1, 68477-23-6, 68555-24-8, 91079-47-9, 92062-26-5, 94114-29-1, 90641-00-2, 68513-87-1, 70321-67-4, 92062-29-8, 100801-63-6, 100801-65-8, 100801-66-9, 73665-18-6, 68815-21-4, 65996-86-3, 65996-84-1",No,No,Yes,,(EU) 2019/831
Pharbitidis Semen,,No,Yes,No,,
Phenacemide,63-98-9,No,Yes,No,,
Phenacemide (Inn),63-98-9,No,No,Yes,,(EC) 2009/1223
Phenaglycodol,79-93-6,No,Yes,No,,
Phenaglycodol (Inn),79-93-6,No,No,Yes,,(EC) 2009/1223
"Phenazinium, 3,7-Diamino-2,8-Dimethyl-5-Phenyl- And Its Salts",477-73-6,No,Yes,No,,
"Phenazinium, 3,7-Diamino-2,8-Dimethyl-5-Phenyl- And Its Salts, When Used As A Substance In Hair Dye Products",477-73-6,No,No,Yes,,(EC) 2009/1223
"Phenmetrazine (Inn), Its Derivatives And Salts",134-49-6,No,No,Yes,,(EC) 2009/1223
"Phenmetrazine , Its Derivatives And Salts",134-49-6,No,Yes,No,,
Phenol,108-95-2,No,No,Yes,,(EC) 2009/1223
"Phenol, (Tetrapropenyl) Derivatives","121158-58-5, 1801269-80-6, 1801269-77-1, 210555-94-5, 74499-35-7",No,No,Yes,,(EU) 2019/1966
"Phenol, 2-Dodecyl-, Branched","121158-58-5, 1801269-80-6, 1801269-77-1, 210555-94-5, 74499-35-7",No,No,Yes,,(EU) 2019/1966
"Phenol, 3-Dodecyl-, Branched","121158-58-5, 1801269-80-6, 1801269-77-1, 210555-94-5, 74499-35-7",No,No,Yes,,(EU) 2019/1966
"Phenol, 4-Dodecyl-, Branched","121158-58-5, 1801269-80-6, 1801269-77-1, 210555-94-5, 74499-35-7",No,No,Yes,,(EU) 2019/1966
"Phenol, Dodecyl-, Branched","121158-58-5, 1801269-80-6, 1801269-77-1, 210555-94-5, 74499-35-7",No,No,Yes,,(EU) 2019/1966
"Phenothiazin-5-Ium, 3,7-Bis(Dimethylamino)- And Its Salts, When Used As A Substance In Hair Dye Products",61-73-4,No,No,Yes,,(EC) 2009/1223
"Phenothiazin-5-Ium, 3,7-Bis- And Its Salts",61-73-4,No,Yes,No,,
Phenothiazine  And Its Compounds,92-84-2,No,Yes,No,,
Phenothiazine (Inn) And Its Compounds,92-84-2,No,No,Yes,,(EC) 2009/1223
"Phenoxazin-5-Ium, 3,7-Bis(Diethylamino)-, And Its Salts, When Used As A Substance In Hair Dye Products","47367-75-9, 33203-82-6",No,No,Yes,,(EC) 2009/1223
"Phenoxazin-5-Ium, 3,7-Bis-, And Its Salts",47367-75-9/33203-82-6,No,Yes,No,,
Phenprobamate,673-31-4,No,Yes,No,,
Phenprobamate (Inn),673-31-4,No,No,Yes,,(EC) 2009/1223
Phenprocoumon,435-97-2,No,Yes,No,,
Phenprocoumon (Inn),435-97-2,No,No,Yes,,(EC) 2009/1223
Phenyl 4-Hydroxybenzoate (Inci: Phenylparaben),17696-62-7,No,No,Yes,,(EU) 2014/358
Phenyl)Azo)Naphthalene-2-Sulphonato))))Dicuprate And Its Salts,37279-54-2,No,Yes,No,,
Phenylbutazone,50-33-9,No,Yes,No,,
Phenylbutazone (Inn),50-33-9,No,No,Yes,,(EC) 2009/1223
Phosgene,75-44-5,No,Yes,No,,
Phosmet (Iso),732-11-6,No,No,Yes,,(EU) 2019/1966
Phosphamidon,13171-21-6,No,No,Yes,,(EC) 2009/1223
Phosphine,7803-51-2,No,Yes,No,,
"Phosphoric Acid, Calcium Nickel Salt","14332-34-4, 18718-11-1, 10381-36-9, 14448-18-1, 14507-36-9, 36026-88-7, 17169-61-8, 19372-20-4",No,No,Yes,,(EU) 2019/831
Phosphorus And Metalphosphides,7723-14-0,No,No,Yes,,(EC) 2009/1223
Phosphorus Trichloride,7719-12-2,No,Yes,No,,
Phoxim (Iso),14816-18-3,No,No,Yes,,(EU) 2019/831
Phthalic Anhydride,85-44-9,No,Yes,No,,
Physostigma Venenosum Balf.,89958-15-6,No,Yes,Yes,,(EC) 2009/1223
Phytolacca Acinosa Roxb.,,No,Yes,No,,
Phytolacca Spp. And Their Preparations,"60820-94-2/65497-07-6, 65497-07-6, 60820-94-2",No,Yes,Yes,,(EC) 2009/1223
Phytonadione,84-80-0,Yes,No,No,,Ban Year: 2027
Phytonadione [Inci] / Phytomenadione [Inn],84-80-0/81818-54-4,No,Yes,No,,
"Phytonadione [Inci], Phytomenadione [Inn]","84-80-0, 81818-54-4",No,No,Yes,,(EC) 2013/344
Picric Acid,88-89-1,No,No,Yes,,(EC) 2009/1223
Picrotoxin,124-87-8,No,No,Yes,,(EC) 2009/1223
Pilocarpine And Its Salts,92-13-7,No,Yes,Yes,,(EC) 2009/1223
Pilocarpus Jaborandi Holmes And Its Galenical Preparations,84696-42-4,No,Yes,Yes,,(EC) 2009/1223
Pinellia Ternata  Breit.,,No,Yes,No,,
Pinoxaden (Iso),243973-20-8,No,No,Yes,,(EU) 2019/1966
Pipazetate  And Its Salts,2167-85-3,No,Yes,No,,
Pipazetate (Inn) And Its Salts,2167-85-3,No,No,Yes,,(EC) 2009/1223
Piperazine,110-85-0,No,No,Yes,,(EU) 2019/831
Piperazine Dihydrochloride,"6094-40-2, 142-64-3, 1951-97-9",No,No,Yes,,(EU) 2019/831
Piperazine Hydrochloride,"6094-40-2, 142-64-3, 1951-97-9",No,No,Yes,,(EU) 2019/831
Piperazine Phosphate,"6094-40-2, 142-64-3, 1951-97-9",No,No,Yes,,(EU) 2019/831
Pipradrol  And Its Salts,467-60-7,No,Yes,No,,
Pipradrol (Inn) And Its Salts,467-60-7,No,No,Yes,,(EC) 2009/1223
Piprocurarium Iodide,3562-55-8,No,Yes,No,,
Piprocurarium Iodide (Inn),3562-55-8,No,No,Yes,,(EC) 2009/1223
Pirimicarb (Iso),23103-98-2,No,No,Yes,,(EU) 2019/1966
"Pitch, Coal Tar, High -Temp., Heat-Treated, If It Contains > 0.005% W/W Benzo[A]Pyrene",121575-60-8,No,Yes,No,,
"Pitch, Coal Tar, High-Temp., Heat-Treated, If It Contains > 0.005% W/W Benzo[A]Pyrene",121575-60-8,No,No,Yes,,(EC) 2009/1223
"Pitch, Coal Tar, High-Temp., Secondary, If It Contains > 0.005 % W/W Benzo[A]Pyrene",94114-13-3,No,No,Yes,,(EC) 2009/1223
"Pitch, Coal Tar, Low-Temp., Heat-Treated, If It Contains > 0.005 % W/W Benzo[A]Pyrene",90669-58-2,No,No,Yes,,(EC) 2009/1223
"Pitch, Coal Tar, Low-Temp., If It Contains > 0.005 % W/W Benzo[A]Pyrene",90669-57-1,No,No,Yes,,(EC) 2009/1223
"Pitch, Coal Tar, Low-Temp., Oxidized, If It Contains > 0.005 % W/W Benzo[A]Pyrene",90669-59-3,No,No,Yes,,(EC) 2009/1223
"Pitch, Coal Tar-Petroleum, If It Contains > 0.005 % W/W Benzo[A]Pyrene",68187-57-5,No,No,Yes,,(EC) 2009/1223
"Pitch, If It Contains > 0.005 % W/W Benzo[A]Pyrene",61789-60-4,No,No,Yes,,(EC) 2009/1223
"Platinum (Nano) [Inci], Colloidal Platinum (Nano) [Inci]",7440-06-4,No,No,Yes,,(EU) 2024/858
Poldine Metilsulfate,545-80-2,No,Yes,No,,
Poldine Metilsulfate (Inn),545-80-2,No,No,Yes,,(EC) 2009/1223
Polychlorinated Biphenyls,1336-36-3,No,Yes,No,,
Polychloro Copper Phthalocyanine (Pigment Green 7,1328-53-6,No,No,Yes,,(EC) 2013/344
Potassium 1-Methyl-3-Morpholinocarbonyl-4-[3-(1-Methyl-3-Morpholinocarbonyl-5-Oxo-2-Pyrazolin-4-Ylidene)-1-Propenyl]Pyrazole-5-Olate,183196-57-8,No,No,Yes,,(EU) 2019/831
Potassium Borate (Boric Acid Potassium Salt),12712-38-8,Yes,No,No,,Ban Year: 2027
"Potassium Borate, Boric Acid Potassium Salt","12008-41-2, 12280-03-4, 10377-81-8, 68003-13-4, 12712-38-8, 1332-07-6, 12267-73-1, 13840-56-7, 1303-96-4, 12179-04-3",No,No,Yes,,(EU) 2019/1966
Potassium Bromate,7758-01-2,No,Yes,Yes,,(EC) 2009/1223
Potassium Heptadecafluorooctane-1-Sulfonate,"1763-23-1, 2795-39-3, 70225-14-8, 29081-56-9, 29457-72-5",No,No,Yes,,(EU) 2019/831
Potassium Pentachlorophenolate,"87-86-5, 131-52-2, 7778-73-6",No,No,Yes,,(EC) 2009/1223
Potassium Perfluorooctanesulfonate,"2795-39-3, 1763-23-1, 70225-14-8, 29081-56-9, 29457-72-5",Yes,No,Yes,,Ban Year: 2025 | (EU) 2019/831
Potassium Permanganate,7722-64-7,No,No,Yes,,(EU) 2019/1966
Potassium Titanium Oxide (K2Ti6O13),12056-51-8,No,No,Yes,,(EU) 2019/831
Pramocaine,140-65-8,No,Yes,No,,
Pramocaine (Inn),140-65-8,No,No,Yes,,(EC) 2009/1223
Pregnanediol,80-92-2,No,Yes,No,,
Pregnenolone Acetate,1778-02-5,No,Yes,No,,
Probenecid,57-66-9,No,Yes,No,,
Probenecid (Inn),57-66-9,No,No,Yes,,(EC) 2009/1223
"Procainamide (Inn), Its Salts And Derivatives",51-06-9,No,No,Yes,,(EC) 2009/1223
"Procainamide , Its Salts And Derivatives",51-06-9,No,Yes,No,,
Profoxydim (Iso),139001-49-3,No,No,Yes,,(EU) 2019/831
Progestogens,,No,No,Yes,,(EC) 2009/1223
"Propane-1,2,3-Triyl Trinitrate",55-63-0,No,No,Yes,,(EC) 2009/1223
Propargite (Iso),2312-35-8,No,No,Yes,,(EC) 2009/1223
Propargyl Alcohol,107-19-7,No,Yes,No,,
Propatylnitrate,2921-92-8,No,Yes,No,,
Propatylnitrate (Inn),2921-92-8,No,No,Yes,,(EC) 2009/1223
Propazine,139-40-2,No,No,Yes,,(EC) 2009/1223
Propiconazole (Iso),60207-90-1,No,No,Yes,,(EU) 2019/1966
Propiolactone,57-57-8,No,Yes,Yes,,(EC) 2009/1223
Propylene Dichloride,78-87-5,No,No,Yes,,(EU) 2019/1966
Propyphenazone,479-92-5,No,Yes,No,,
Propyphenazone (Inn),479-92-5,No,No,Yes,,(EC) 2009/1223
Propyzamide,23950-58-5,No,No,Yes,,(EC) 2009/1223
Proquinazid (Iso),189278-12-4,No,No,Yes,,(EU) 2019/831
Prunus Laurocerasus L.,89997-54-6,No,Yes,No,,
"Prunus Laurocerasus L. (""Cherry Laurel Water"")",89997-54-6,No,No,Yes,,(EC) 2009/1223
Psilocybine,520-52-5,No,Yes,No,,
Psilocybine (Inn),520-52-5,No,No,Yes,,(EC) 2009/1223
Pydiflumetofen,1228284-64-7,No,No,Yes,,(EU) 2022/1531
Pymetrozine (Iso),123312-89-0,No,No,Yes,,(EC) 2009/1223
Pyraclostrobin (Iso),175013-18-0,No,No,Yes,,(EU) 2026/78
Pyrethrum Album L. And Its Galenical Preparations,,No,Yes,Yes,,(EC) 2009/1223
Pyridine,110-86-1,No,Yes,No,,
Pyrilamine Maleate),59-33-6,No,No,Yes,,(EC) 2009/1223
Pyriofenone,688046-61-9,No,No,Yes,,(EU) 2022/1531
Pyrithione Sodium,3811-73-2,No,Yes,No,,
Pyrithione Sodium (Innm) (2),3811-73-2,No,No,Yes,,(EC) 2009/1223
Pyrithione Zinc,13463-41-7,No,No,Yes,,(EU) 2021/1902
Pyrocatechol,120-80-9,No,Yes,No,,
Pyrocatechol (Catechol),120-80-9,No,No,Yes,,(EC) 2009/1223
Pyrogallol,87-66-1,Yes,Yes,Yes,,Ban Year: 2027 | (EC) 2009/1223
Quaternium-15,51229-78-8,Yes,No,No,,Ban Year: 2025
Quinoclamine (Iso),2797-51-5,No,No,Yes,,(EU) 2023/1490
Quinoline,91-22-5,No,No,Yes,,(EU) 2019/831
Quizalofop-P-Tefuryl (Iso),200509-41-7,No,No,Yes,,(EU) 2019/1966
"R-1-Chloro-2,3-Epoxypropane",51594-55-9,No,No,Yes,,(EC) 2009/1223
"R-2,3-Epoxy-1-Propanol",57044-25-4,No,No,Yes,,(EC) 2009/1223
"Radioactive Substances, As Defined By Directive 96/29/Euratom (1) Laying Down The Basic Safety Standards For The Protection Of The Health Of Workers And The General Public Against The Dangers Arising From Ionising Radiation",,No,No,Yes,,(EC) 2009/1223
"Raffinates (Petroleum), Steam-Cracked C4 Fraction Cuprous Ammonium Acetate Extn., C3-5 And C3-5 Unsatd., Butadiene-Free, If They Contain > 0.1% W/W Butadiene",97722-19-5,No,No,Yes,,(EC) 2009/1223
"Ranunculus L.,",84929-74-8,No,Yes,No,,
"Rauwolfia Serpentia L., Alkaloids And Their Salts",90106-13-1,No,No,Yes,,(EC) 2009/1223
"Rauwolfia Serpentina L., Alkaloids And Their Salts",90106-13-1,No,Yes,No,,
"Reaction Mass Of 1,3-Dioxan-5-Ol And 1,3-Dioxolan-4-Ylmethanol",,No,No,Yes,,(EU) 2026/78
"Reaction Mass Of 1-(2,3-Epoxypropoxy)-2,2-Bis ((2,3-Epoxypropoxy)Methyl) Butane And 1-(2,3-Epoxypropoxy)-2-((2,3-Epoxypropoxy)Methyl)-2-Hydroxymethyl Butane",,No,No,Yes,,(EU) 2025/877
Reaction Mass Of 1-[2-(2-Aminobutoxy)Ethoxy]But-2-Ylamine And 1-({[2-(2-Aminobutoxy)Ethoxy]Methyl}Propoxy) But-2-Ylamine,897393-42-9,No,No,Yes,,(EU) 2019/1966
"Reaction Mass Of 3-(Difluoromethyl)-1-Methyl-N-[(1Rs,4Sr,9Rs)-1,2,3,4-Tetrahydro-9-Isopropyl-1,4-Methanonaphthalen-5-Yl]Pyrazole-4-Carboxamide And 3-(Difluoromethyl)-1-Methyl-N-[(1Rs,4Sr,9Sr)-1,2,3,4-Tetrahydro-9-Isopropyl-1,4-Methanonaphthalen-5-Yl]Pyrazole-4-Carboxamide [≥ 78 % Syn Isomers ≤ 15 % Anti Isomers Relative Content]",881685-58-1,No,No,Yes,,(EU) 2023/1490
"Reaction Mass Of 4,4'-[2,2,2-Trifluoro-1-(Trifluoromethyl)Ethylidene]Diphenol And Benzyl(Diethylamino)Diphenylphosphonium 4-[1,1,1,3,3,3-Hexafluoro-2-(4-Hydroxyphenyl)Propan-2-Yl]Phenolate (1:1)",,No,No,Yes,,(EU) 2025/877
"Reaction Mass Of 4,4'-[2,2,2-Trifluoro-1-(Trifluoromethyl)Ethylidene]Diphenol And Benzyltriphenylphosphonium, Salt With 4,4'-[2,2,2-Trifluoro-1-(Trifluoromethyl)Ethylidene]Diphenol (1:1)",,No,No,Yes,,(EU) 2025/877
"Reaction Mass Of: 2,2'-[(3,3'-Dichloro[1,1'-Biphenyl]-4,4'-Diyl)Bis(Azo)]Bis[N-(2,4-Dimethylphenyl)]-3-Oxo-Butanamide",,No,No,Yes,,(EU) 2019/831
"Reaction Mass Of: 4,7-Bis(Mercaptomethyl)-3,6,9-Trithia-1,11-Undecanedithiol",170016-25-8,No,No,Yes,,(EU) 2019/831
Reaction Mass Of: Ca Salicylates (Branched C10-14 And C18-30 Alkylated),,No,No,Yes,,(EU) 2019/831
"Reaction Mass Of: Cis-4- Hydroxy-3-(1,2,3,4-Tetrahydro-3-(4-(4-Trifluoromethylbenzyloxy)Phenyl)-1-Naphthyl)Coumarin And Trans-4-Hydroxy-3-(1,2,3,4-Tetrahydro-3-(4-(4-Trifluoromethylbenzyloxy)Phenyl)-1-Naphthyl)Coumarin",90035-08-8,No,No,Yes,,(EU) 2019/1966
"Reaction Mass Of: Diester Of 4,4'-Methylenebis[2-(2-Hydroxy-5-Methylbenzyl)-3,6-Dimethylphenol] And 6-Diazo-5,6-Dihydro-5-Oxonaphthalene-1-Sulfonic Acid (1:2)",,No,No,Yes,,(EU) 2019/831
Reaction Mass Of: Dimethyl (2-(Hydroxymethylcarbamoyl)Ethyl)Phosphonate,,No,No,Yes,,(EU) 2019/831
"Reaction Mass Of: Triammonium 6-Amino-3-((2,5-Diethoxy-4-(3-Phosphonophenyl)Azo)Phenyl)Azo-4-Hydroxy-2-Naphthalenesulfonate",163879-69-4,No,No,Yes,,(EU) 2019/831
"Reaction Mass Of: [2,4- Dioxo-(2-Propyn-1-Yl) Imidazolidin-3-Yl] Methyl(1R)-Cis-Chrysanthemate",72963-72-5,No,No,Yes,,(EU) 2021/1902
"Reaction Product Of 4,4'-Methylenebis[2-(4-Hydroxybenzyl)-3,6-Dimethylphenol] And 6-Diazo-5,6-Dihydro-5-Oxo-Naphthalenesulfonate (1:2), And",,No,No,Yes,,(EC) 2009/1223
"Reaction Product Of 4,4'-Methylenebis[2-(4-Hydroxybenzyl)-3,6-Dimethylphenol] And 6-Diazo-5,6-Dihydro-5-Oxo-Naphthalenesulfonate (1:3)",,No,No,Yes,,(EC) 2009/1223
"Reaction Product Of Acetophenone, Formaldehyde, Cyclohexylamine, Methanol And Acetic Acid",,No,No,Yes,,(EC) 2009/1223
Reaction Products Of Diisopropanolamine With Formaldehyde (1:4),220444-73-5,No,No,Yes,,(EU) 2019/831
Reaction Products Of Paraformaldehyde  With 2-Hydroxypropylamine (1:1)),,No,No,Yes,,(EU) 2019/831
Reaction Products Of Paraformaldehyde With 2-Hydroxypropylamine (3:2),,No,No,Yes,,(EU) 2019/831
Residual Oils (Petroleum),93821-66-0,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Carbon-Treated Solvent-Dewaxed, If They Contain > 3 % W/W Dmso Extract",100684-37-5,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Catalytic Dewaxed, If They Contain > 3 % W/W Dmso Extract",91770-57-9,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Clay-Treated Solvent-Dewaxed, If They Contain > 3 % W/W Dmso Extract",100684-38-6,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Clay-Treated, If They Contain > 3 % W/W Dmso Extract",64742-41-2,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Hydrocracked Acid-Treated Solvent-Dewaxed, If They Contain > 3 % W/W Dmso Extract",92061-86-4,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Hydrotreated Solvent Dewaxed, If They Contain > 3 % W/W Dmso Extract",90669-74-2,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Hydrotreated, If They Contain > 3 % W/W Dmso Extract",64742-57-0,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Solvent Deasphalted, If They Contain > 3 % W/W Dmso Extract",64741-95-3,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Solvent-Dewaxed, If They Contain > 3 % W/W Dmso Extract",64742-62-7,No,No,Yes,,(EC) 2009/1223
"Residual Oils (Petroleum), Solvent-Refined, If They Contain > 3 % W/W Dmso Extract",64742-01-4,No,No,Yes,,(EC) 2009/1223
"Residues (Coal Tar), Creosote Oil Distn., If It Contains > 0.005 % W/W Benzo[A]Pyrene",92061-93-3,No,No,Yes,,(EC) 2009/1223
"Residues (Coal), Liq. Solvent Extn., If They Contain > 0.005 % W/W Benzo[A]Pyrene",94114-46-2,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Alkylation Splitter, C4-Rich, If They Contain > 0.1 % W/W Butadiene",68513-66-6,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Atm. Tower",64741-45-3,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Atmospheric",68333-22-2,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Catalytic Cracking",92061-97-7,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Catalytic Reformer Fractionator",64741-67-9,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Catalytic Reformer Fractionator Residue Distn.",68478-13-7,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Coker Scrubber, Condensed-Ring-Arom.-Contg",68783-13-1,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Heavy Coker And Light Vacuum",68512-61-8,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Heavy Coker Gas Oil And Vacuum Gas Oil",68478-17-1,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Hydrocracked",64741-75-9,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Hydrodesulfurized Atmospheric Tower",64742-78-5,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Hydrogenated Steam-Cracked Naphtha",92062-00-5,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Light Vacuum",68512-62-9,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Steam-Cracked",64742-90-1,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Steam-Cracked Heat-Soaked Naphtha",93763-85-0,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Steam-Cracked Light",68513-69-9,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Steam-Cracked Naphtha Distn.",92062-04-9,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Steam-Cracked, Distillates",90669-75-3,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Steam-Cracked, Resinous",68955-36-2,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Thermal Cracked",64741-80-6,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Topping Plant, Low-Sulfur",68607-30-7,No,No,Yes,,(EC) 2009/1223
"Residues (Petroleum), Vacuum, Light",90669-76-4,No,No,Yes,,(EC) 2009/1223
"Residues, Steam Cracked, Thermally Treated",98219-64-8,No,No,Yes,,(EC) 2009/1223
Resorcinol Diglycidyl Ether,101-90-6,No,Yes,Yes,,(EC) 2009/1223
Rhododendrol,69617-84-1,No,Yes,No,,
Rhododendron Molle G. Don,,No,Yes,No,,
S-Metolachlor (Iso),87392-12-9,No,No,Yes,,(EU) 2026/78
"S-[(1,3-Dioxo-1,3-Dihydro-2H- Isoindol-2-Yl)Methyl]-O,O-Dimethyl Phosphorodithioate",732-11-6,No,No,Yes,,(EU) 2019/1966
"S-[(6-Chloro-2-Oxooxazolo[4,5-B]Pyridin-3(2H)-Yl)Methyl] O,O-Dimethyl Thiophosphate",35575-96-3,No,No,Yes,,(EU) 2022/1531
Safrole,94-59-7,No,Yes,No,,"使用樟科等植物原料來源成分者, 其最終殘留限量如下:最終製品中所含黃樟素含量不得超過100ppm. "
"Safrole, Except For Normal Content In The Natural Essences Used And Provided That The Concentration Does Not Exceed:",94-59-7,No,No,Yes,,(EC) 2009/1223
Salts Of O-Alkyldithiocarbonic Acids,,No,No,Yes,,(EC) 2009/1223
Sapium Sebiferum  Roxb.,,No,Yes,No,,
Schoenocaulon Officinale Lind,84604-18-2,No,Yes,No,,
Schoenocaulon Officinale Lind (Seeds And Galenical Preparations),84604-18-2,No,No,Yes,,(EC) 2009/1223
Secondary Alkyl- And Alkanolamines And Their Salts,"111-42-2, 110-97-4",No,No,Yes,,(EC) 2009/1223
Sedaxane,874967-67-6,No,No,Yes,,(EU) 2022/1531
Selenium And Its Compounds,7782-49-2,No,Yes,No,,使用於髮類產品之Selenium disulfide除外. 
Selenium And Its Compounds With The Exception Of Selenium Disulphide Under The Conditions Set Out Under Reference No 49 In Annex Iii,7782-49-2,No,No,Yes,,(EC) 2009/1223
"Silicic Acid, Lead Nickel Salt",68130-19-8,No,No,Yes,,(EU) 2019/831
"Silicic Acid, Nickel Salt","21784-78-1, 13775-54-7, 31748-25-1, 37321-15-6, 12519-85-6",No,No,Yes,,(EU) 2019/831
"Silicon Carbide Fibres (With Diameter < 3 Μm, Length > 5 Μm And Aspect Ratio ≥ 3:1)","409-21-2, 308076-74-6",No,No,Yes,,(EU) 2021/1902
Silver (Massive) [Particle Diameter ≥ 1 Mm],7440-22-4,No,No,Yes,,(EU) 2026/78
Silver (Nano) [1 Nm < Particle Diameter ≤ 100 Nm],7440-22-4,No,No,Yes,,(EU) 2026/78
