cleaned_name,cas_number,notes,region
"gases (petroleum), depropanizer bottoms fractionation off, if they contain > 0.1% w/w butadiene",68606-34-8,(EC) 2009/1223,EU
"petroleum products, refinery gases, if they contain > 0.1% w/w butadiene",68607-11-4,(EC) 2009/1223,EU
"gases (petroleum), hydrocracking low-pressure separator, if they contain > 0.1 % w/w butadiene",68783-06-2,(EC) 2009/1223,EU
"gases (petroleum), refinery blend, if they contain > 0.1% w/w butadiene",68783-07-3,(EC) 2009/1223,EU
"gases (petroleum), catalytic cracking, if they contain > 0.1% w/w butadiene",68783-64-2,(EC) 2009/1223,EU
"gases (petroleum), c2-4, sweetened, if they contain > 0.1 % w/w butadiene",68783-65-3,(EC) 2009/1223,EU
"gases (petroleum), refinery, if they contain > 0.1 % w/w butadiene",68814-67-5,(EC) 2009/1223,EU
"gases (petroleum), platformer products separator off, if they contain > 0.1% w/w butadiene",68814-90-4,(EC) 2009/1223,EU
"gases (petroleum), hydrotreated sour kerosine depentanizer stabilizer off, if they contain > 0.1 % w/w butadiene",68911-58-0,(EC) 2009/1223,EU
"gases (petroleum), hydrotreated sour kerosine flash drum, if they contain > 0.1 % w/w butadiene",68911-59-1,(EC) 2009/1223,EU
"gases (petroleum), crude oil fractionation off, if they contain > 0.1% w/w butadiene",68918-99-0,(EC) 2009/1223,EU
"gases (petroleum), dehexanizer off, if they contain > 0.1 % w/w butadiene",68919-00-6,(EC) 2009/1223,EU
"gases (petroleum), distillate unifiner desulfurization tripper off, if they contain > 0.1% w/w butadiene",68919-01-7,(EC) 2009/1223,EU
"gases (petroleum), fluidized catalytic cracker fractionation off, if they contain > 0.1% w/w butadiene",68919-02-8,(EC) 2009/1223,EU
"gases (petroleum), fluidized catalytic cracker scrubbing secondary absorber off, if they contain > 0.1% w/w butadiene",68919-03-9,(EC) 2009/1223,EU
"gases (petroleum), heavy distillate hydrotreater desulfurization stripper off, if they contain > 0.1% w/w butadiene",68919-04-0,(EC) 2009/1223,EU
"gases (petroleum), light straight run gasoline fractionation stabilizer off, if they contain > 0.1 % w/w butadiene",68919-05-1,(EC) 2009/1223,EU
"gases (petroleum), naphtha unifiner desulfurization stripper off, if they contain > 0.1% w/w butadiene",68919-06-2,(EC) 2009/1223,EU
"gases (petroleum), platformer stabilizer off, light ends fractionation, if they contain > 0.1 % w/w butadiene",68919-07-3,(EC) 2009/1223,EU
"gases (petroleum), preflash tower off, crude distn., if they contain > 0.1% w/w butadiene",68919-08-4,(EC) 2009/1223,EU
"gases (petroleum), straight-run naphtha catalytic reforming off, if they contain > 0.1% w/w butadiene",68919-09-5,(EC) 2009/1223,EU
"gases (petroleum), straight-run stabilizer off, if they contain > 0.1 % w/w butadiene",68919-10-8,(EC) 2009/1223,EU
"gases (petroleum), tar stripper off, if they contain > 0.1% w/w butadiene",68919-11-9,(EC) 2009/1223,EU
"gases (petroleum), unifiner stripper off, if they contain > 0.1% w/w butadiene",68919-12-0,(EC) 2009/1223,EU
"gases (petroleum), fluidized catalytic cracker splitter overheads, if they contain > 0.1% w/w butadiene",68919-20-0,(EC) 2009/1223,EU
"gases (petroleum), catalytic cracked naphtha debutanizer, if they contain > 0.1 % w/w butadiene",68952-76-1,(EC) 2009/1223,EU
"tail gas (petroleum), catalytic cracked distillate and naphtha stabilizer, if it contains > 0.1 % w/w butadiene",68952-77-2,(EC) 2009/1223,EU
"tail gas (petroleum), catalytic hydrodesulfurized naphtha separator, if it contains > 0.1% w/w butadiene",68952-79-4,(EC) 2009/1223,EU
"tail gas (petroleum), straight-run naphtha hydrodesulfurized, if it contains > 0.1% w/w butadiene",68952-80-7,(EC) 2009/1223,EU
"tail gas (petroleum), thermal-cracked distillate, gas oil and naphtha absorber, if it contains > 0.1% w/w butadiene",68952-81-8,(EC) 2009/1223,EU
"tail gas (petroleum), thermal cracked hydrocarbon fractionation stabilizer, petroleum coking, if it contains > 0.1% w/w butadiene",68952-82-9,(EC) 2009/1223,EU
"gases (petroleum), light steam-cracked, butadiene conc., if they contain > 0.1% w/w butadiene",68955-28-2,(EC) 2009/1223,EU
"gases (petroleum), sponge absorber off, fluidized catalytic cracker and gas oil desulfurizer overhead fractionation, if they contain > 0.1% w/w butadiene",68955-33-9,(EC) 2009/1223,EU
"gases (petroleum), straight-run naphtha catalytic reformer stabilizer overhead, if they contain > 0.1% w/w butadiene",68955-34-0,(EC) 2009/1223,EU
"gases (petroleum), crude distn. and catalytic cracking, if they contain > 0.1 % w/w butadiene",68989-88-8,(EC) 2009/1223,EU
"hydrocarbons, c4, if they contain > 0.1% w/w butadiene",87741-01-3,(EC) 2009/1223,EU
"alkanes, c1-4, c3-rich, if they contain > 0.1% w/w butadiene",90622-55-2,(EC) 2009/1223,EU
"gases (petroleum), gas oil diethanolamine scrubber off, if they contain > 0.1% w/w butadiene",92045-15-3,(EC) 2009/1223,EU
"gases (petroleum), gas oil hydrodesulfurization effluent, if they contain > 0.1 % w/w butadiene",92045-16-4,(EC) 2009/1223,EU
"gases (petroleum), gas oil hydrodesulfurization purge, if they contain > 0.1% w/w butadiene",92045-17-5,(EC) 2009/1223,EU
"gases (petroleum), hydrogenator effluent flash drum off, if they contain > 0.1% w/w butadiene",92045-18-6,(EC) 2009/1223,EU
"gases (petroleum), naphtha steam cracking high-pressure residual, if they contain > 0.1% w/w butadiene",92045-19-7,(EC) 2009/1223,EU
"gases (petroleum), residue visbaking off, if they contain > 0.1% w/w butadiene",92045-20-0,(EC) 2009/1223,EU
"gases (petroleum), steam-cracker c3-rich, if they contain > 0.1% w/w butadiene",92045-22-2,(EC) 2009/1223,EU
"hydrocarbons, c4, steam-cracker distillate, if they contain > 0.1 % w/w butadiene",92045-23-3,(EC) 2009/1223,EU
"petroleum gases, liquefied, sweetened, c4 fraction, if they contain > 0.1% w/w butadiene",92045-80-2,(EC) 2009/1223,EU
"hydrocarbons, c4, 1,3-butadiene- and isobutene-free, if they contain > 0.1% w/w butadiene",95465-89-7,(EC) 2009/1223,EU
"raffinates (petroleum), steam-cracked c4 fraction cuprous ammonium acetate extn., c3-5 and c3-5 unsatd., butadiene-free, if they contain > 0.1% w/w butadiene",97722-19-5,(EC) 2009/1223,EU
benzo[def]chrysene,50-32-8,(EC) 2009/1223,EU
(benzo[a]pyrene),50-32-8,(EC) 2009/1223,EU
"pitch, coal tar-petroleum, if it contains > 0.005 % w/w benzo[a]pyrene",68187-57-5,(EC) 2009/1223,EU
"distillates (coal-petroleum), condensed-ring arom., if they contain > 0.005 % w/w benzo[a]pyrene",68188-48-7,(EC) 2009/1223,EU
"creosote oil, acenaphthene fraction, acenaphthene-free, if it contains > 0.005 % w/w benzo[a]pyrene",90640-85-0,(EC) 2009/1223,EU
"pitch, coal tar, low-temp., if it contains > 0.005 % w/w benzo[a]pyrene",90669-57-1,(EC) 2009/1223,EU
"pitch, coal tar, low-temp., heat-treated, if it contains > 0.005 % w/w benzo[a]pyrene",90669-58-2,(EC) 2009/1223,EU
"pitch, coal tar, low-temp., oxidized, if it contains > 0.005 % w/w benzo[a]pyrene",90669-59-3,(EC) 2009/1223,EU
"extract residues (coal), brown, if they contain > 0.005 % w/w benzo[a]pyrene",91697-23-3,(EC) 2009/1223,EU
"paraffin waxes (coal), brown-coal high-temp. tar, if they contain > 0.005 % w/w benzo[a]pyrene",92045-71-1,(EC) 2009/1223,EU
"paraffin waxes (coal), brown-coal high-temp. tar, hydrotreated, if they contain > 0.005 % w/w benzo[a]pyrene",92045-72-2,(EC) 2009/1223,EU
"waste solids, coal-tar pitch coking, if they contain > 0.005 % w/w benzo[a]pyrene",92062-34-5,(EC) 2009/1223,EU
"pitch, coal tar, high-temp., secondary, if it contains > 0.005 % w/w benzo[a]pyrene",94114-13-3,(EC) 2009/1223,EU
"residues (coal), liq. solvent extn., if they contain > 0.005 % w/w benzo[a]pyrene",94114-46-2,(EC) 2009/1223,EU
"coal liquids, liq. solvent extn. soln., if they contain > 0,005 % w/w benzo[a]pyrene",94114-47-3,(EC) 2009/1223,EU
"coal liquids, liq. solvent extn., if they contain > 0.005 % w/w benzo[a]pyrene",94114-48-4,(EC) 2009/1223,EU
"paraffin waxes (coal), brown-coal high-temp. tar, carbon-treated, if they contain > 0.005 % w/w benzo[a]pyrene",97926-76-6,(EC) 2009/1223,EU
"paraffin waxes (coal), brown-coal high-temp tar, clay-treated, if they contain > 0.005 % w/w benzo[a]pyrene",97926-77-7,(EC) 2009/1223,EU
"paraffin waxes (coal), brown-coal high-temp tar, silicic acid-treated, if they contain > 0.005 % w/w benzo[a]pyrene",97926-78-8,(EC) 2009/1223,EU
"absorption oils, bicyclo arom. and heterocylic hydrocarbon fraction, if they contain > 0.005 % w/w benzo[a]pyrene",101316-45-4,(EC) 2009/1223,EU
"aromatic hydrocarbons, c20-28, polycyclic, mixed coal-tar pitch-polyethylene polypropylene pyrolysis-derived, if they contain > 0.005 % w/w benzo[a]pyrene",101794-74-5,(EC) 2009/1223,EU
"aromatic hydrocarbons, c20-28, polycyclic, mixed coal-tar pitch-polyethylene pyrolysis-derived, if they contain > 0.005 % w/w benzo[a]pyrene",101794-75-6,(EC) 2009/1223,EU
"aromatic hydrocarbons, c20-28, polycyclic, mixed coal-tar pitch-polystyrene pyrolysis-derived, if they contain > 0.005 % w/w benzo[a]pyrene",101794-76-7,(EC) 2009/1223,EU
"pitch, coal tar, high-temp., heat-treated, if it contains > 0.005% w/w benzo[a]pyrene",121575-60-8,(EC) 2009/1223,EU
"dibenz[a,h]anthracene",53-70-3,(EC) 2009/1223,EU
benz[a]anthracene,56-55-3,(EC) 2009/1223,EU
benzo[e]pyrene,192-97-2,(EC) 2009/1223,EU
benzo[j]fluoranthene,205-82-3,(EC) 2009/1223,EU
benz[e]acephenanthrylene,205-99-2,(EC) 2009/1223,EU
benzo[k]fluoranthene,207-08-9,(EC) 2009/1223,EU
chrysene,218-01-9,(EC) 2009/1223,EU
2-bromopropane,75-26-3,(EC) 2009/1223,EU
trichloroethylene,79-01-6,(EC) 2009/1223,EU
"1,2-dibromo-3-chloropropane",96-12-8,(EC) 2009/1223,EU
"2,3-dibromopropan-1-ol",96-13-9,(EC) 2009/1223,EU
"1,3-dichloropropan-2-ol",96-23-1,(EC) 2009/1223,EU
"alpha,alpha,alpha-trichlorotoluene",98-07-7,(EC) 2009/1223,EU
alpha-chlorotoluene (benzyl chloride),100-44-7,(EC) 2009/1223,EU
"1,2-dibromoethane",106-93-4,(EC) 2009/1223,EU
hexachlorobenzene,118-74-1,(EC) 2009/1223,EU
bromoethylene (vinyl bromide),593-60-2,(EC) 2009/1223,EU
"1,4-dichlorobut-2-ene",764-41-0,(EC) 2009/1223,EU
methyloxirane (propylene oxide),75-56-9,(EC) 2009/1223,EU
(epoxyethyl)benzene (styrene oxide),96-09-3,(EC) 2009/1223,EU
"1-chloro-2,3-epoxypropane (epichlorohydrin)",106-89-8,(EC) 2009/1223,EU
"r-1-chloro-2,3-epoxypropane",51594-55-9,(EC) 2009/1223,EU
"1,2-epoxy-3-phenoxypropane (phenylglycidyl ether)",122-60-1,(EC) 2009/1223,EU
"2,3-epoxypropan-1-ol (glycidol)",556-52-5,(EC) 2009/1223,EU
"r-2,3-epoxy-1-propanol",57044-25-4,(EC) 2009/1223,EU
"2,2'-bioxirane (1,2:3,4-diepoxybutane)",1464-53-5,(EC) 2009/1223,EU
"(2rs,3rs)-3-(2-chlorophenyl)-2-(4-fluorophenyl)-[1h-1,2,4-triazol-1-yl)methyl]oxirane",133855-98-8,(EC) 2009/1223,EU
epoxiconazole,133855-98-8,(EC) 2009/1223,EU
chloromethyl methyl ether,107-30-2,(EC) 2009/1223,EU
2-methoxyethanol  and its acetate (2-methoxyethyl acetate),109-86-4,(EC) 2009/1223,EU
2-methoxyethanol  and its acetate (2-methoxyethyl acetate),110-49-6,(EC) 2009/1223,EU
2-ethoxyethanol and its acetate (2-ethoxyethyl acetate),110-80-5,(EC) 2009/1223,EU
2-ethoxyethanol and its acetate (2-ethoxyethyl acetate),111-15-9,(EC) 2009/1223,EU
oxybis[chloromethane],542-88-1,(EC) 2009/1223,EU
bis (chloromethyl) ether,542-88-1,(EC) 2009/1223,EU
2-methoxypropanol,1589-47-5,(EC) 2009/1223,EU
propiolactone,57-57-8,(EC) 2009/1223,EU
dimethylcarbamoyl chloride,79-44-7,(EC) 2009/1223,EU
urethane (ethyl carbamate),51-79-6,(EC) 2009/1223,EU
moved or deleted,110-49-6,(EC) 2009/1223,EU
methoxyacetic acid,625-45-6,(EC) 2009/1223,EU
dibutyl phthalate,84-74-2,(EC) 2009/1223,EU
bis(2-methoxyethyl) ether (dimethoxydiglycol),111-96-6,(EC) 2009/1223,EU
bis(2-ethylhexyl) phthalate,117-81-7,(EC) 2009/1223,EU
(diethylhexyl phthalate),117-81-7,(EC) 2009/1223,EU
bis(2-methoxyethyl) phthalate,117-82-8,(EC) 2009/1223,EU
2-methoxypropyl acetate,70657-70-4,(EC) 2009/1223,EU
"2-ethylhexyl[[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-methyl]thio]acetate",80387-97-9,(EC) 2009/1223,EU
"acrylamide, unless regulated elsewhere in this regulation",79-06-1,(EC) 2009/1223,EU
acrylonitrile,107-13-1,(EC) 2009/1223,EU
2-nitropropane,79-46-9,(EC) 2009/1223,EU
"dinoseb, its salts and esters with the exception of those specified elsewhere in this list",88-85-7,(EC) 2009/1223,EU
2-nitroanisole,91-23-6,(EC) 2009/1223,EU
4-nitrobiphenyl,92-93-3,(EC) 2009/1223,EU
"2,4-dinitrotoluene",121-14-2,(EC) 2009/1223,EU
"dinitrotoluene, technical grade",121-14-2,(EC) 2009/1223,EU
"2,4-dinitrotoluene",25321-14-6,(EC) 2009/1223,EU
"dinitrotoluene, technical grade",25321-14-6,(EC) 2009/1223,EU
binapacryl,485-31-4,(EC) 2009/1223,EU
2-nitronaphthalene,581-89-5,(EC) 2009/1223,EU
"2,3-dinitrotoluene",602-01-7,(EC) 2009/1223,EU
5-nitroacenaphthene,602-87-9,(EC) 2009/1223,EU
"2,6-dinitrotoluene",606-20-2,(EC) 2009/1223,EU
"3,4-dinitrotoluene",610-39-9,(EC) 2009/1223,EU
"3,5-dinitrotoluene",618-85-9,(EC) 2009/1223,EU
"2,5-dinitrotoluene",619-15-8,(EC) 2009/1223,EU
"dinoterb, its salts and esters",1420-07-1,(EC) 2009/1223,EU
nitrofen,1836-75-5,(EC) 2009/1223,EU
diazomethane,334-88-3,(EC) 2009/1223,EU
"1,4,5,8-tetraaminoanthraquinone (disperse blue 1)",2475-45-8,(EC) 2009/1223,EU
1-methyl-3-nitro-1-nitrosoguanidine,70-25-7,(EC) 2009/1223,EU
"4,4'-methylenedianiline",101-77-9,(EC) 2009/1223,EU
"4,4'-(4-iminocyclohexa-2,5-dienylidenemethylene) dianiline hydrochloride",569-61-9,(EC) 2009/1223,EU
"4,4'-methylenedi-o-toluidine",838-88-0,(EC) 2009/1223,EU
o-anisidine,90-04-0,(EC) 2009/1223,EU
"3,3'-dimethoxybenzidine (ortho-dianisidine) and its salts",119-90-4,(EC) 2009/1223,EU
o-dianisidine based azo dyes,,(EC) 2009/1223,EU
"3,3'-dichlorobenzidine",91-94-1,(EC) 2009/1223,EU
benzidine dihydrochloride,531-85-1,(EC) 2009/1223,EU
"[[1,1'-biphenyl]-4,4'-diyl]diammonium sulphate",531-86-2,(EC) 2009/1223,EU
"3,3'-dichlorobenzidine dihydrochloride",612-83-9,(EC) 2009/1223,EU
benzidine sulphate,21136-70-9,(EC) 2009/1223,EU
benzidine acetate,36341-27-2,(EC) 2009/1223,EU
"3,3'-dichlorobenzidine dihydrogen bis(sulphate)",64969-34-2,(EC) 2009/1223,EU
"3,3'-dichlorobenzidine sulphate",74332-73-3,(EC) 2009/1223,EU
benzidine based azo dyes,,(EC) 2009/1223,EU
"4,4'-bi-o-toluidine (ortho-tolidine)",119-93-7,(EC) 2009/1223,EU
"4,4'-bi-o-toluidine dihydrochloride",612-82-8,(EC) 2009/1223,EU
"[3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl]diammonium bis(hydrogen sulphate)",64969-36-4,(EC) 2009/1223,EU
"4,4'-bi-o-toluidine sulphate",74753-18-7,(EC) 2009/1223,EU
o-toluidine based dyes,,(EC) 2009/1223,EU
biphenyl-4-ylamine (4-aminobiphenyl) and its salts,92-67-1,(EC) 2009/1223,EU
azobenzene,103-33-3,(EC) 2009/1223,EU
(methyl-onn-azoxy)methyl acetate,592-62-1,(EC) 2009/1223,EU
cycloheximide,66-81-9,(EC) 2009/1223,EU
2-methylaziridine (propyleneimine),75-55-8,(EC) 2009/1223,EU
imidazolidine-2-thione (ethylene thiourea),96-45-7,(EC) 2009/1223,EU
furan,110-00-9,(EC) 2009/1223,EU
aziridine,151-56-4,(EC) 2009/1223,EU
captafol,2425-06-1,(EC) 2009/1223,EU
carbadox,6804-07-5,(EC) 2009/1223,EU
flumioxazin,103361-09-7,(EC) 2009/1223,EU
tridemorph,24602-86-6,(EC) 2009/1223,EU
vinclozolin,50471-44-8,(EC) 2009/1223,EU
fluazifop-butyl,69806-50-4,(EC) 2009/1223,EU
flusilazole,85509-19-9,(EC) 2009/1223,EU
"1,3,5-tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1h,3h,5h)-trione (tgic)",2451-62-9,(EC) 2009/1223,EU
thioacetamide,62-55-5,(EC) 2009/1223,EU
formamide,75-12-7,(EC) 2009/1223,EU
n-methylacetamide,79-16-3,(EC) 2009/1223,EU
n-methylformamide,123-39-7,(EC) 2009/1223,EU
"n,n-dimethylacetamide",127-19-5,(EC) 2009/1223,EU
hexamethylphosphoric-triamide,680-31-9,(EC) 2009/1223,EU
diethyl sulphate,64-67-5,(EC) 2009/1223,EU
dimethyl sulphate,77-78-1,(EC) 2009/1223,EU
"1,3-propanesultone",1120-71-4,(EC) 2009/1223,EU
dimethylsulphamoyl-chloride,13360-57-1,(EC) 2009/1223,EU
sulfallate,95-06-7,(EC) 2009/1223,EU
"a mixture of: 4-[[bis-(4-fluorophenyl)methylsilyl]methyl]-4h-1,2,4-triazole and 1-[[bis-(4-fluorophenyl)methylsilyl]methyl]-1h-1,2,4-triazole",,(EC) 2009/1223,EU
(+/-)-tetrahydrofurfuryl -(r)-2-[4-(6-chloroquinoxalin-2-yloxy)phenyloxy]propionate (quizalofop-p-tefuryl - iso),119738-06-6,(EC) 2009/1223,EU
"6-hydroxy-1-(3-isopropoxypropyl)-4-methyl-2-oxo-5-[4-(phenylazo)phenylazo]-1,2-dihydro-3-pyridinecarbonitrile",85136-74-9,(EC) 2009/1223,EU
"(6-(4-hydroxy-3-(2-methoxyphenylazo)-2-sulfonato-7-naphthylamino)-1,3,5-triazine-2,4-diyl)bis[(amino-1-methylethyl)ammonium] formate",108225-03-2,(EC) 2009/1223,EU
"trisodium [4'-(8-acetylamino-3,6-disulfonato-2-naphthylazo)-4''-(6-benzoylamino-3-sulfonato-2-naphthylazo)-biphenyl-1,3',3'',1'''-tetraolato-o,o',o'',o''']copper(ii)",,(EC) 2009/1223,EU
a mixture of: n-[3-hydroxy-2-(2-methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and,,(EC) 2009/1223,EU
"n-[2,3-bis-(2-methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and",,(EC) 2009/1223,EU
methacrylamide and,,(EC) 2009/1223,EU
2-methyl-n-(2-methylacryloylaminomethoxymethyl)-acrylamide and,,(EC) 2009/1223,EU
"n-(2,3-dihydroxypropoxymethyl)-2-methylacrylamide",,(EC) 2009/1223,EU
"1,3,5-tris-[(2s and 2r)-2,3-epoxypropyl]-1,3,5-triazine-2,4,6-(1h,3h,5h)-trione",59653-74-6,(EC) 2009/1223,EU
erionite,12510-42-8,(EC) 2009/1223,EU
crocidolite,12001-28-4,(EC) 2009/1223,EU
petroleum,8002-05-9,(EC) 2009/1223,EU
"distillates (petroleum), heavy hydrocracked, if they contain > 3 % w/w dmso extract",64741-76-0,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined heavy paraffinic, if they contain > 3 % w/w dmso extract",64741-88-4,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined light paraffinic, if they contain > 3% w/w dmso extract",64741-89-5,(EC) 2009/1223,EU
"residual oils (petroleum), solvent deasphalted, if they contain > 3 % w/w dmso extract",64741-95-3,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined heavy naphthenic, if they contain > 3 % w/w dmso extract",64741-96-4,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined light naphthenic, if they contain > 3 % w/w dmso extract",64741-97-5,(EC) 2009/1223,EU
"residual oils (petroleum), solvent-refined, if they contain > 3 % w/w dmso extract",64742-01-4,(EC) 2009/1223,EU
"distillates (petroleum), clay-treated heavy paraffinic, if they contain > 3 % w/w dmso extract",64742-36-5,(EC) 2009/1223,EU
"distillates (petroleum), clay-treated light paraffinic, if they contain > 3 % w/w dmso extract",64742-37-6,(EC) 2009/1223,EU
"residual oils (petroleum), clay-treated, if they contain > 3 % w/w dmso extract",64742-41-2,(EC) 2009/1223,EU
"distillates (petroleum), clay-treated heavy naphthenic, if they contain > 3 % w/w dmso extract",64742-44-5,(EC) 2009/1223,EU
"distillates (petroleum), clay-treated light naphthenic, if they contain > 3 % w/w dmso extract",64742-45-6,(EC) 2009/1223,EU
"distillates (petroleum), hydrotreated heavy naphthenic, if they contain > 3% w/w dmso extract",64742-52-5,(EC) 2009/1223,EU
"distillates (petroleum), hydrotreated light naphthenic, if they contain > 3 % w/w dmso extract",64742-53-6,(EC) 2009/1223,EU
"distillates (petroleum), hydrotreated heavy paraffinic, if they contain > 3 % w/w dmso extract",64742-54-7,(EC) 2009/1223,EU
"distillates (petroleum), hydrotreated light paraffinic, if they contain > 3 % w/w dmso extract",64742-55-8,(EC) 2009/1223,EU
"distillates (petroleum), solvent-dewaxed light paraffinic, if they contain > 3 % w/w dmso extract",64742-56-9,(EC) 2009/1223,EU
"residual oils (petroleum), hydrotreated, if they contain > 3 % w/w dmso extract",64742-57-0,(EC) 2009/1223,EU
"residual oils (petroleum), solvent-dewaxed, if they contain > 3 % w/w dmso extract",64742-62-7,(EC) 2009/1223,EU
"distillates (petroleum), solvent-dewaxed heavy naphthenic, if they contain > 3 % w/w dmso extract",64742-63-8,(EC) 2009/1223,EU
"distillates (petroleum), solvent-dewaxed light naphthenic, if they contain > 3 % w/w dmso extract",64742-64-9,(EC) 2009/1223,EU
"distillates (petroleum), solvent-dewaxed heavy paraffinic, if they contain > 3 % w/w dmso extract",64742-65-0,(EC) 2009/1223,EU
"foots oil (petroleum), if it contains > 3 % w/w dmso extract",64742-67-2,(EC) 2009/1223,EU
"naphthenic oils (petroleum), catalytic dewaxed heavy, if they contain > 3 % w/w dmso extract",64742-68-3,(EC) 2009/1223,EU
"naphthenic oils (petroleum), catalytic dewaxed light, if they contain > 3 % w/w dmso extract",64742-69-4,(EC) 2009/1223,EU
"paraffin oils (petroleum), catalytic dewaxed heavy, if they contain > 3 % w/w dmso extract",64742-70-7,(EC) 2009/1223,EU
"paraffin oils (petroleum), catalytic dewaxed light, if they contain > 3 % w/w dmso extract",64742-71-8,(EC) 2009/1223,EU
"naphthenic oils (petroleum), complex dewaxed heavy, if they contain > 3 % w/w dmso extract",64742-75-2,(EC) 2009/1223,EU
"naphthenic oils (petroleum), complex dewaxed light, if they contain > 3 % w/w dmso extract",64742-76-3,(EC) 2009/1223,EU
"extracts (petroleum), heavy naphthenic distillate solvent, arom. conc., if they contain > 3 % w/w dmso extract",68783-00-6,(EC) 2009/1223,EU
"extracts (petroleum), solvent-refined heavy paraffinic distillate solvent, if they contain > 3 % w/w dmso extract",68783-04-0,(EC) 2009/1223,EU
"extracts (petroleum), heavy paraffinic distillates, solvent-deasphalted, if they contain > 3 % w/w dmso extract",68814-89-1,(EC) 2009/1223,EU
"lubricating oils (petroleum), c20-50, hydrotreated neutral oil-based, high-viscosity, if they contain > 3 % w/w dmso extract",72623-85-9,(EC) 2009/1223,EU
"lubricating oils (petroleum), c15-30, hydrotreated neutral oil-based, if they contain > 3 % w/w dmso extract",72623-86-0,(EC) 2009/1223,EU
"lubricating oils (petroleum), c20-50, hydrotreated neutral oil-based, if they contain > 3 % w/w dmso extract",72623-87-1,(EC) 2009/1223,EU
"lubricating oils, if they contain > 3 % w/w dmso extract",74869-22-0,(EC) 2009/1223,EU
"distillates (petroleum), complex dewaxed heavy paraffinic, if they contain > 3 % w/w dmso extract",90640-91-8,(EC) 2009/1223,EU
"distillates (petroleum), complex dewaxed light paraffinic, if they contain > 3 % w/w dmso extract",90640-92-9,(EC) 2009/1223,EU
"distillates (petroleum), solvent dewaxed heavy paraffinic, clay-treated, if they contain > 3 % w/w dmso extract",90640-94-1,(EC) 2009/1223,EU
"hydrocarbons, c20-50, solvent dewaxed heavy paraffinic, hydrotreated, if they contain > 3 % w/w dmso extract",90640-95-2,(EC) 2009/1223,EU
"distillates (petroleum), solvent dewaxed light paraffinic, clay-treated, if they contain > 3 % w/w dmso extract",90640-96-3,(EC) 2009/1223,EU
"distillates (petroleum), solvent dewaxed light paraffinic, hydrotreated, if they contain > 3 % w/w dmso extract",90640-97-4,(EC) 2009/1223,EU
"extracts (petroleum), heavy naphthenic distillate solvent, hydrotreated, if they contain > 3 % w/w dmso extract",90641-07-9,(EC) 2009/1223,EU
"extracts (petroleum), heavy paraffinic distillate solvent, hydrotreated, if they contain > 3 % w/w dmso extract",90641-08-0,(EC) 2009/1223,EU
"extracts (petroleum), light paraffinic distillate solvent, hydrotreated, if they contain > 3 % w/w dmso extract",90641-09-1,(EC) 2009/1223,EU
"residual oils (petroleum), hydrotreated solvent dewaxed, if they contain > 3 % w/w dmso extract",90669-74-2,(EC) 2009/1223,EU
"residual oils (petroleum), catalytic dewaxed, if they contain > 3 % w/w dmso extract",91770-57-9,(EC) 2009/1223,EU
"distillates (petroleum), dewaxed heavy paraffinic, hydrotreated, if they contain > 3 % w/w dmso extract",91995-39-0,(EC) 2009/1223,EU
"distillates (petroleum), dewaxed light paraffinic, hydrotreated, if they contain > 3 % w/w dmso extract",91995-40-3,(EC) 2009/1223,EU
"distillates (petroleum), hydrocracked solvent-refined, dewaxed, if they contain > 3 % w/w dmso extract",91995-45-8,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined light naphthenic, hydrotreated, if they contain > 3 % w/w dmso extract",91995-54-9,(EC) 2009/1223,EU
"extracts (petroleum), hydrotreated light paraffinic distillate solvent, if they contain > 3 % w/w dmso extract",91995-73-2,(EC) 2009/1223,EU
"extracts (petroleum), light naphthenic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w dmso extract",91995-75-4,(EC) 2009/1223,EU
"extracts (petroleum), light paraffinic distillate solvent, acid-treated, if they contain > 3 % w/w dmso extract",91995-76-5,(EC) 2009/1223,EU
"extracts (petroleum), light paraffinic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w dmso extract",91995-77-6,(EC) 2009/1223,EU
"extracts (petroleum), light vacuum gas oil solvent, hydrotreated, if they contain > 3 % w/w dmso extract",91995-79-8,(EC) 2009/1223,EU
"foots oil (petroleum), hydrotreated, if it contains > 3 % w/w dmso extract",92045-12-0,(EC) 2009/1223,EU
"lubricating oils (petroleum), c17-35, solvent-extd., dewaxed, hydrotreated, if they contain > 3 % w/w dmso extract",92045-42-6,(EC) 2009/1223,EU
"lubricating oils (petroleum), hydrocracked nonarom solvent-deparaffined, if they contain > 3 % w/w dmso extract",92045-43-7,(EC) 2009/1223,EU
"residual oils (petroleum), hydrocracked acid-treated solvent-dewaxed, if they contain > 3 % w/w dmso extract",92061-86-4,(EC) 2009/1223,EU
