cleaned_name,cas_number,notes,region
"paraffin oils (petroleum), solvent-refined dewaxed heavy, if they contain > 3 % w/w dmso extract",92129-09-4,(EC) 2009/1223,EU
"extracts (petroleum), heavy paraffinic distillate solvent, clay-treated, if they contain > 3 % w/w dmso extract",92704-08-0,(EC) 2009/1223,EU
"lubricating oils (petroleum), base oils, paraffinic, if they contain > 3 % w/w dmso extract",93572-43-1,(EC) 2009/1223,EU
"extracts (petroleum), heavy naphthenic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w dmso extract",93763-10-1,(EC) 2009/1223,EU
"extracts (petroleum), solvent-dewaxed heavy paraffinic distillate solvent, hydrodesulfurised, if they contain > 3 % w/w dmso extract",93763-11-2,(EC) 2009/1223,EU
"hydrocarbons, hydrocracked paraffinic distn. residues, solvent-dewaxed, if they contain > 3 % w/w dmso extract",93763-38-3,(EC) 2009/1223,EU
"foots oil (petroleum), acid-treated, if it contains > 3 % w/w dmso extract",93924-31-3,(EC) 2009/1223,EU
"foots oil (petroleum), clay-treated, if it contains > 3 % w/w dmso extract",93924-32-4,(EC) 2009/1223,EU
"hydrocarbons, c20-50, residual oil hydrogenation vacuum distillate, if they contain > 3 % w/w dmso extract",93924-61-9,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined hydrotreated heavy, hydrogenated, if they contain > 3 % w/w dmso extract",94733-08-1,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined hydrocracked light, if they contain > 3 % w/w dmso extract",94733-09-2,(EC) 2009/1223,EU
"lubricating oils (petroleum), c18-40, solvent-dewaxed hydrocracked distillate-based, if they contain > 3 % w/w dmso extract",94733-15-0,(EC) 2009/1223,EU
"lubricating oils (petroleum), c18-40, solvent-dewaxed hydrogenated raffinate-based, if they contain > 3 % w/w dmso extract",94733-16-1,(EC) 2009/1223,EU
"hydrocarbons, c13-30, arom.-rich, solvent-extd. naphthenic distillate, if they contain > 3 % w/w dmso extract",95371-04-3,(EC) 2009/1223,EU
"hydrocarbons, c16-32, arom. rich, solvent-extd. naphthenic distillate, if they contain > 3 % w/w dmso extract",95371-05-4,(EC) 2009/1223,EU
"hydrocarbons, c37-68, dewaxed deasphalted hydrotreated vacuum distn. residues, if they contain > 3 % w/w dmso extract",95371-07-6,(EC) 2009/1223,EU
"hydrocarbons, c37-65, hydrotreated deasphalted vacuum distn. residues, if they contain > 3 % w/w dmso extract",95371-08-7,(EC) 2009/1223,EU
"distillates (petroleum), hydrocracked solvent-refined light, if they contain > 3 % w/w dmso extract",97488-73-8,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined hydrogenated heavy, if they contain > 3 % w/w dmso extract",97488-74-9,(EC) 2009/1223,EU
"lubricating oils (petroleum), c18-27, hydrocracked solvent-dewaxed, if they contain > 3 % w/w dmso extract",97488-95-4,(EC) 2009/1223,EU
"hydrocarbons, c17-30, hydrotreated solvent-deasphalted atm. distn. residue, distn. lights, if they contain > 3 % w/w dmso extract",97675-87-1,(EC) 2009/1223,EU
"hydrocarbons, c17-40, hydrotreated solvent-deasphalted distn. residue, vacuum distn. lights, if they contain > 3 % w/w dmso extract",97722-06-0,(EC) 2009/1223,EU
"hydrocarbons, c13-27, solvent-extd. light naphthenic, if they contain > 3 % w/w dmso extract",97722-09-3,(EC) 2009/1223,EU
"hydrocarbons, c14-29, solvent-extd. light naphthenic, if they contain > 3 % w/w dmso extract",97722-10-6,(EC) 2009/1223,EU
"foots oil (petroleum), carbon-treated, if it contains > 3 % w/w dmso extract",97862-76-5,(EC) 2009/1223,EU
"foots oil (petroleum), silicic acid-treated, if it contains > 3 % w/w dmso extract",97862-77-6,(EC) 2009/1223,EU
"hydrocarbons, c27-42, dearomatized, if they contain > 3 % w/w dmso extract",97862-81-2,(EC) 2009/1223,EU
"hydrocarbons, c17-30, hydrotreated distillates, distn. lights, if they contain > 3 % w/w dmso extract",97862-82-3,(EC) 2009/1223,EU
"hydrocarbons, c27-45, naphthenic vacuum distn,. if they contain > 3 % w/w dmso extract",97862-83-4,(EC) 2009/1223,EU
"hydrocarbons, c27-45, dearomatised, if they contain > 3 % w/w dmso extract",97926-68-6,(EC) 2009/1223,EU
"hydrocarbons, c20-58, hydrotreated, if they contain > 3 % w/w dmso extract",97926-70-0,(EC) 2009/1223,EU
"hydrocarbons, c27-42, naphthenic, if they contain > 3 % w/w dmso extract",97926-71-1,(EC) 2009/1223,EU
"extracts (petroleum), light paraffinic distillate solvent, carbon-treated, if they contain > 3 % w/w dmso extract",100684-02-4,(EC) 2009/1223,EU
"extracts (petroleum), light paraffinic distillate solvent, clay-treated, if they contain > 3 % w/w dmso extract",100684-03-5,(EC) 2009/1223,EU
"extracts (petroleum), light vacuum, gas oil solvent, carbon-treated, if they contain > 3 % w/w dmso extract",100684-04-6,(EC) 2009/1223,EU
"extracts (petroleum), light vacuum gas oil solvent, clay-treated, if they contain > 3 % w/w dmso extract",100684-05-7,(EC) 2009/1223,EU
"residual oils (petroleum), carbon-treated solvent-dewaxed, if they contain > 3 % w/w dmso extract",100684-37-5,(EC) 2009/1223,EU
"residual oils (petroleum), clay-treated solvent-dewaxed, if they contain > 3 % w/w dmso extract",100684-38-6,(EC) 2009/1223,EU
"lubricating oils (petroleum), c>25, solvent-extd., deasphalted, dewaxed, hydrogenated, if they contain > 3 % w/w dmso extract",101316-69-2,(EC) 2009/1223,EU
"lubricating oils (petroleum), c17-32, solvent-extd., dewaxed, hydrogenated, if they contain > 3 % w/w dmso extract",101316-70-5,(EC) 2009/1223,EU
"lubricating oils (petroleum), c20-35, solvent-extd., dewaxed, hydrogenated, if they contain > 3 % w/w dmso extract",101316-71-6,(EC) 2009/1223,EU
"lubricating oils (petroleum), c24-50, solvent-extd., dewaxed, hydrogenated, if they contain > 3 % w/w dmso extract",101316-72-7,(EC) 2009/1223,EU
"distillates (petroleum), sweetened middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64741-86-2,(EC) 2009/1223,EU
"gas oils (petroleum), solvent-refined, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64741-90-8,(EC) 2009/1223,EU
"distillates (petroleum), solvent-refined middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64741-91-9,(EC) 2009/1223,EU
"gas oils (petroleum), acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-12-7,(EC) 2009/1223,EU
"distillates (petroleum), acid-treated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-13-8,(EC) 2009/1223,EU
"distillates (petroleum), acid-treated light, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-14-9,(EC) 2009/1223,EU
"gas oils (petroleum), chemically neutralized, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-29-6,(EC) 2009/1223,EU
"distillates (petroleum), chemically neutralised middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-30-9,(EC) 2009/1223,EU
"distillates (petroleum), clay-treated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-38-7,(EC) 2009/1223,EU
"distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-46-7,(EC) 2009/1223,EU
"gas oils (petroleum), hydrodesulfurized, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-79-6,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurised middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-80-9,(EC) 2009/1223,EU
"distillates (petroleum), catalytic reformer fractionator residue, high-boiling, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",68477-29-2,(EC) 2009/1223,EU
"distillates (petroleum), catalytic reformer fractionator residue, intermediate-boiling, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",68477-30-5,(EC) 2009/1223,EU
"distillates (petroleum), catalytic reformer fractionator residue, low-boiling, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",68477-31-6,(EC) 2009/1223,EU
"alkanes, c12-26-branched and linear, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",90622-53-0,(EC) 2009/1223,EU
"distillates (petroleum), highly refined middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",90640-93-0,(EC) 2009/1223,EU
"distillates (petroleum), catalytic reformer, heavy arom. conc., except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",91995-34-5,(EC) 2009/1223,EU
"gas oils, paraffinic, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",93924-33-5,(EC) 2009/1223,EU
"naphtha (petroleum), solvent-refined hydrodesulfurised heavy, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97488-96-5,(EC) 2009/1223,EU
"hydrocarbons, c16-20, hydrotreated middle distillate, distn. lights, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97675-85-9,(EC) 2009/1223,EU
"hydrocarbons, c12-20, hydrotreated paraffinic, distn. lights, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97675-86-0,(EC) 2009/1223,EU
"hydrocarbons, c11-17, solvent-extd. light naphthenic, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97722-08-2,(EC) 2009/1223,EU
"gas oils, hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97862-78-7,(EC) 2009/1223,EU
"distillates (petroleum), carbon-treated light paraffinic, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100683-97-4,(EC) 2009/1223,EU
"distillates (petroleum), intermediate paraffinic, carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100683-98-5,(EC) 2009/1223,EU
"distillates (petroleum), intermediate paraffinic, clay-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100683-99-6,(EC) 2009/1223,EU
"lubricating greases, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",74869-21-9,(EC) 2009/1223,EU
"slack wax (petroleum), except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64742-61-6,(EC) 2009/1223,EU
"slack wax (petroleum), acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",90669-77-5,(EC) 2009/1223,EU
"slack wax (petroleum), clay-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",90669-78-6,(EC) 2009/1223,EU
"slack wax (petroleum), hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92062-09-4,(EC) 2009/1223,EU
"slack wax (petroleum), low-melting, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92062-10-7,(EC) 2009/1223,EU
"slack wax (petroleum), low-melting, hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92062-11-8,(EC) 2009/1223,EU
"slack wax (petroleum), low-melting, carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97863-04-2,(EC) 2009/1223,EU
"slack wax (petroleum), low-melting, clay-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97863-05-3,(EC) 2009/1223,EU
"slack wax (petroleum), low-melting, silicic acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97863-06-4,(EC) 2009/1223,EU
"slack wax (petroleum), carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100684-49-9,(EC) 2009/1223,EU
"petrolatum, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",8009-03-8,(EC) 2009/1223,EU
"petrolatum (petroleum), oxidized, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",64743-01-7,(EC) 2009/1223,EU
"petrolatum (petroleum), alumina-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",85029-74-9,(EC) 2009/1223,EU
"petrolatum (petroleum), hydrotreated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",92045-77-7,(EC) 2009/1223,EU
"petrolatum (petroleum), carbon-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97862-97-0,(EC) 2009/1223,EU
"petrolatum (petroleum), silicic acid-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",97862-98-1,(EC) 2009/1223,EU
"petrolatum (petroleum), clay-treated, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen",100684-33-1,(EC) 2009/1223,EU
"distillates (petroleum), light catalytic cracked",64741-59-9,(EC) 2009/1223,EU
"distillates (petroleum), intermediate catalytic cracked",64741-60-2,(EC) 2009/1223,EU
"distillates (petroleum), light thermal cracked",64741-82-8,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurised light catalytic cracked",68333-25-5,(EC) 2009/1223,EU
"distillates (petroleum), light steam-cracked naphtha",68475-80-9,(EC) 2009/1223,EU
"distillates (petroleum), cracked steam-cracked petroleum distillates",68477-38-3,(EC) 2009/1223,EU
"gas oils (petroleum), steam-cracked",68527-18-4,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurised thermal cracked middle",85116-53-6,(EC) 2009/1223,EU
"gas oils (petroleum), thermal-cracked, hydrodesulfurized",92045-29-9,(EC) 2009/1223,EU
"residues (petroleum), hydrogenated steam-cracked naphtha",92062-00-5,(EC) 2009/1223,EU
"residues (petroleum), steam-cracked naphtha distn.",92062-04-9,(EC) 2009/1223,EU
"distillates (petroleum), light catalytic cracked, thermally degraded",92201-60-0,(EC) 2009/1223,EU
"residues (petroleum), steam-cracked heat-soaked naphtha",93763-85-0,(EC) 2009/1223,EU
"gas oils (petroleum), light vacuum, thermal-cracked hydrodesulfurized",97926-59-5,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurized middle coker",101316-59-0,(EC) 2009/1223,EU
"distillates (petroleum), heavy steam-cracked",101631-14-5,(EC) 2009/1223,EU
"residues (petroleum), atm. tower",64741-45-3,(EC) 2009/1223,EU
"gas oils (petroleum), heavy vacuum",64741-57-7,(EC) 2009/1223,EU
"distillates (petroleum), heavy catalytic cracked",64741-61-3,(EC) 2009/1223,EU
"clarified oils (petroleum), catalytic cracked",64741-62-4,(EC) 2009/1223,EU
"residues (petroleum), catalytic reformer fractionator",64741-67-9,(EC) 2009/1223,EU
"residues (petroleum), hydrocracked",64741-75-9,(EC) 2009/1223,EU
"residues (petroleum), thermal cracked",64741-80-6,(EC) 2009/1223,EU
"distillates (petroleum), heavy thermal cracked",64741-81-7,(EC) 2009/1223,EU
"gas oils (petroleum), hydrotreated vacuum",64742-59-2,(EC) 2009/1223,EU
"residues (petroleum), hydrodesulfurized atmospheric tower",64742-78-5,(EC) 2009/1223,EU
"gas oils (petroleum), hydrodesulfurized heavy vacuum",64742-86-5,(EC) 2009/1223,EU
"residues (petroleum), steam-cracked",64742-90-1,(EC) 2009/1223,EU
"residues (petroleum), atmospheric",68333-22-2,(EC) 2009/1223,EU
"clarified oils (petroleum), hydrodesulfurized catalytic cracked",68333-26-6,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurized intermediate catalytic cracked",68333-27-7,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurized heavy catalytic cracked",68333-28-8,(EC) 2009/1223,EU
"fuel oil, residues-straight-run gas oils, high-sulfur",68476-32-4,(EC) 2009/1223,EU
"fuel oil, residual",68476-33-5,(EC) 2009/1223,EU
"residues (petroleum), catalytic reformer fractionator residue distn.",68478-13-7,(EC) 2009/1223,EU
"residues (petroleum), heavy coker gas oil and vacuum gas oil",68478-17-1,(EC) 2009/1223,EU
"residues (petroleum), heavy coker and light vacuum",68512-61-8,(EC) 2009/1223,EU
"residues (petroleum), light vacuum",68512-62-9,(EC) 2009/1223,EU
"residues (petroleum), steam-cracked light",68513-69-9,(EC) 2009/1223,EU
"fuel oil, no 6",68553-00-4,(EC) 2009/1223,EU
"residues (petroleum), topping plant, low-sulfur",68607-30-7,(EC) 2009/1223,EU
"gas oils (petroleum), heavy atmospheric",68783-08-4,(EC) 2009/1223,EU
"residues (petroleum), coker scrubber, condensed-ring-arom.-contg",68783-13-1,(EC) 2009/1223,EU
"distillates (petroleum), petroleum residues vacuum",68955-27-1,(EC) 2009/1223,EU
"residues (petroleum), steam-cracked, resinous",68955-36-2,(EC) 2009/1223,EU
"distillates (petroleum), intermediate vacuum",70592-76-6,(EC) 2009/1223,EU
"distillates (petroleum), light vacuum",70592-77-7,(EC) 2009/1223,EU
"distillates (petroleum), vacuum",70592-78-8,(EC) 2009/1223,EU
"gas oils (petroleum), hydrodesulfurized coker heavy vacuum",85117-03-9,(EC) 2009/1223,EU
"residues (petroleum), steam-cracked, distillates",90669-75-3,(EC) 2009/1223,EU
"residues (petroleum), vacuum, light",90669-76-4,(EC) 2009/1223,EU
"fuel oil, heavy, high-sulfur",92045-14-2,(EC) 2009/1223,EU
"residues (petroleum), catalytic cracking",92061-97-7,(EC) 2009/1223,EU
"distillates (petroleum), intermediate catalytic cracked, thermally degraded",92201-59-7,(EC) 2009/1223,EU
residual oils (petroleum),93821-66-0,(EC) 2009/1223,EU
"residues, steam cracked, thermally treated",98219-64-8,(EC) 2009/1223,EU
"distillates (petroleum), hydrodesulfurized full-range middle",101316-57-8,(EC) 2009/1223,EU
"distillates (petroleum), light paraffinic",64741-50-0,(EC) 2009/1223,EU
"distillates (petroleum), heavy paraffinic",64741-51-1,(EC) 2009/1223,EU
"distillates (petroleum), light naphthenic",64741-52-2,(EC) 2009/1223,EU
"distillates (petroleum), heavy naphthenic",64741-53-3,(EC) 2009/1223,EU
"distillates (petroleum), acid-treated heavy naphthenic",64742-18-3,(EC) 2009/1223,EU
"distillates (petroleum), acid-treated light naphthenic",64742-19-4,(EC) 2009/1223,EU
"distillates (petroleum), acid-treated heavy paraffinic",64742-20-7,(EC) 2009/1223,EU
"distillates (petroleum), acid-treated light paraffinic",64742-21-8,(EC) 2009/1223,EU
