ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
15586,7789-20-0,7789200,,,Water-d2,,,,ACTIVE
15587,7789-21-1,7789211,,,Fluorosulfuric acid,,,,ACTIVE
15588,7789-23-3,7789233,,,Potassium fluoride (KF),,,,ACTIVE
15589,7789-24-4,7789244,,,Lithium fluoride (LiF),,,,ACTIVE
15590,7789-27-7,7789277,,,Thallium fluoride (TlF),,,,INACTIVE
15591,7789-28-8,7789288,,,Iron fluoride (FeF2),,,,ACTIVE
15592,7789-29-9,7789299,,,Potassium fluoride (K(HF2)),,,,ACTIVE
15593,7789-31-3,7789313,,,Bromic acid,,,,INACTIVE
15594,7789-33-5,7789335,,,Iodine bromide (IBr),,,,ACTIVE
15595,7789-38-0,7789380,,,"Bromic acid, sodium salt (1:1)",,,,ACTIVE
15596,7789-39-1,7789391,,,Rubidium bromide (RbBr),,,,ACTIVE
15597,7789-40-4,7789404,,,Thallium bromide (TlBr),,,,ACTIVE
15598,7789-41-5,7789415,,,Calcium bromide (CaBr2),,,,ACTIVE
15599,7789-42-6,7789426,,,Cadmium bromide (CdBr2),,,,ACTIVE
15600,7789-43-7,7789437,,,Cobalt bromide (CoBr2),,,,ACTIVE
15601,7789-45-9,7789459,,,Copper bromide (CuBr2),,,,ACTIVE
15602,7789-46-0,7789460,,,Iron bromide (FeBr2),,,,ACTIVE
15603,7789-47-1,7789471,,,Mercury bromide (HgBr2),,,,ACTIVE
15604,7789-48-2,7789482,,,Magnesium bromide (MgBr2),,,,ACTIVE
15605,7789-51-7,7789517,,,Seleninyl bromide,,,,INACTIVE
15606,7789-52-8,7789528,,,Selenium bromide (Se2Br2),,,,INACTIVE
15607,7789-57-3,7789573,,,"Silane, tribromo-",,,,INACTIVE
15608,7789-59-5,7789595,,,Phosphoric tribromide,,,,ACTIVE
15609,7789-60-8,7789608,,,Phosphorous tribromide,,,,ACTIVE
15610,7789-61-9,7789619,,,"Stibine, tribromo-",,,,ACTIVE
15611,7789-64-2,7789642,,,Iridium bromide (IrBr4),,,,INACTIVE
15612,7789-65-3,7789653,,,"Selenium bromide (SeBr4), (T-4)-",,,,INACTIVE
15613,7789-66-4,7789664,,,"Silane, tetrabromo-",,,,ACTIVE
15614,7789-67-5,7789675,,,"Stannane, tetrabromo-",,,,ACTIVE
15615,7789-69-7,7789697,,,"Phosphorane, pentabromo-",,,,ACTIVE
15616,7789-74-4,7789744,,,"Phosphorofluoridic acid, calcium salt (1:1)",,,,INACTIVE
15617,7789-75-5,7789755,,,Calcium fluoride (CaF2),,,,ACTIVE
15618,7789-78-8,7789788,,,Calcium hydride (CaH2),,,,ACTIVE
15619,7789-79-9,7789799,,,"Phosphinic acid, calcium salt (2:1)",,,,ACTIVE
15620,7789-80-2,7789802,,,"Iodic acid (HIO3), calcium salt (2:1)",,,,ACTIVE
15621,7789-82-4,7789824,,,"Molybdate (MoO42-), calcium (1:1), (T-4)-",,,,ACTIVE
15622,7789-99-3,7789993,,,"1-Pentanol, 2-methyl-, 1-acetate",,,PMN; S; 5E,ACTIVE
15623,7790-21-8,7790218,,,"Periodic acid (HIO4), potassium salt (1:1)",,,,ACTIVE
15624,7790-26-3,7790263,,,Sodium iodide (Na131I),,,,ACTIVE
15625,7790-28-5,7790285,,,"Periodic acid (HIO4), sodium salt (1:1)",,,,ACTIVE
15626,7790-29-6,7790296,,,Rubidium iodide (RbI),,,,ACTIVE
15627,7790-30-9,7790309,,,Thallium iodide (TlI),,,,ACTIVE
15628,7790-32-1,7790321,,,"Iodic acid (HIO3), magnesium salt (2:1)",,,,INACTIVE
15629,7790-33-2,7790332,,,Manganese iodide (MnI2),,,,ACTIVE
15630,7790-38-7,7790387,,,Palladium iodide (PdI2),,,,ACTIVE
15631,7790-39-8,7790398,,,Platinum iodide (PtI2),,,,ACTIVE
15632,7790-44-5,7790445,,,"Stibine, triiodo-",,,,ACTIVE
15633,7790-45-6,7790456,,,Iridium iodide (IrI4),,,,INACTIVE
15634,7790-46-7,7790467,,,"Platinum iodide (PtI4), (SP-4-1)-",,,,ACTIVE
15635,7790-47-8,7790478,,,"Stannane, tetraiodo-",,,,INACTIVE
15636,7790-48-9,7790489,,,"Tellurium iodide (TeI4), (T-4)-",,,,INACTIVE
15637,7790-49-0,7790490,,,Thorium iodide (ThI4),,,,ACTIVE
15638,7790-53-6,7790536,,,"Metaphosphoric acid (HPO3), potassium salt (1:1)",,,,ACTIVE
15639,7790-58-1,7790581,,,"Telluric acid (H2TeO3), potassium salt (1:2)",,,,ACTIVE
15640,7790-59-2,7790592,,,"Selenic acid, potassium salt (1:2)",,,,ACTIVE
15641,7790-60-5,7790605,,,"Tungstate (WO42-), potassium (1:2), (T-4)-",,,,ACTIVE
15642,7790-62-7,7790627,,,"Disulfuric acid, potassium salt (1:2)",,,,ACTIVE
15643,7790-69-4,7790694,,,"Nitric acid, lithium salt (1:1)",,,,ACTIVE
15644,7790-75-2,7790752,,,Calcium tungsten oxide (CaWO4),,,,ACTIVE
15645,7790-76-3,7790763,,,"Diphosphoric acid, calcium salt (1:2)",,,,ACTIVE
15646,7790-79-6,7790796,,,Cadmium fluoride (CdF2),,,,ACTIVE
15647,7790-80-9,7790809,,,Cadmium iodide (CdI2),,,,ACTIVE
15648,7790-85-4,7790854,,,Cadmium tungsten oxide (CdWO4),,,,INACTIVE
15649,7790-86-5,7790865,,,Cerium chloride (CeCl3),,,,ACTIVE
15650,7790-91-2,7790912,,,Chlorine fluoride (ClF3),,,,ACTIVE
15651,7790-92-3,7790923,,,Hypochlorous acid,,,,ACTIVE
15652,7790-93-4,7790934,,,Chloric acid,,,,ACTIVE
15653,7790-94-5,7790945,,,Chlorosulfuric acid,,,,ACTIVE
15654,7790-98-9,7790989,,,"Perchloric acid, ammonium salt (1:1)",,,,ACTIVE
15655,7790-99-0,7790990,,,Iodine chloride (ICl),,,,ACTIVE
15656,7791-03-9,7791039,,,"Perchloric acid, lithium salt (1:1)",,,,ACTIVE
15657,7791-08-4,7791084,,,"Stibine, chlorooxo-",,,,ACTIVE
15658,7791-10-8,7791108,,,"Chloric acid, strontium salt (2:1)",,,,ACTIVE
15659,7791-11-9,7791119,,,Rubidium chloride (RbCl),,,,ACTIVE
15660,7791-12-0,7791120,,,Thallium chloride (TlCl),,,,ACTIVE
15661,7791-21-1,7791211,,,Chlorine oxide (Cl2O),,,,ACTIVE
15662,7791-23-3,7791233,,,Seleninyl chloride,,,,ACTIVE
15663,7791-25-5,7791255,,,Sulfuryl chloride,,,,ACTIVE
15664,7791-26-6,7791266,,,"Uranium, dichlorodioxo-, (T-4)-",,,,INACTIVE
15665,7791-29-9,7791299,,,"Aurate(1-), tetraiodo-, potassium (1:1), (SP-4-1)-",,,,INACTIVE
15666,7795-87-1,7795871,,,"Phosphoric acid, didecyl ester",,,,ACTIVE
15667,7795-95-1,7795951,,,1-Octanesulfonyl chloride,,,,ACTIVE
15668,7796-72-7,7796727,,,"4-Pentenoic acid, 3,3-dimethyl-, ethyl ester",,,,INACTIVE
15669,7797-81-1,7797811,,,"1H-Benz[de]isoquinoline-1,3(2H)-dione, 2-hydroxy-",,,,ACTIVE
15670,7798-23-4,7798234,,,"Phosphoric acid, copper(2+) salt (2:3)",,,,ACTIVE
15671,7803-49-8,7803498,,,Hydroxylamine,,,,ACTIVE
15672,7803-51-2,7803512,,,Phosphine,,,,ACTIVE
15673,7803-55-6,7803556,,,"Vanadate (VO31-), ammonium (1:1)",,,,ACTIVE
15674,7803-58-9,7803589,,,Sulfamide,,,,ACTIVE
15675,7803-60-3,7803603,,,Hypophosphoric acid,,,,ACTIVE
15676,7803-62-5,7803625,,,Silane,,,,ACTIVE
15677,7803-63-6,7803636,,,"Sulfuric acid, ammonium salt (1:1)",,,,ACTIVE
15678,7803-65-8,7803658,,,"Phosphinic acid, ammonium salt (1:1)",,,,ACTIVE
15679,7803-68-1,7803681,,,Telluric acid (H6TeO6),,,,ACTIVE
15680,8000-25-7,8000257,,,"Oils, rosemary","Extractives and their physically modified derivatives.  Rosmarinum officinalis, Labiatae.",UVCB,,ACTIVE
15681,8000-26-8,8000268,,,"Oils, pine needle",Extractives and their physically modified derivatives.  (Pinaceae).,UVCB,,ACTIVE
15682,8000-27-9,8000279,,,"Oils, cedarwood","Extractives and their physically modified derivatives.  Cedrus atlantica, Pinaceae and Juniperus virginiana, Cupressaceae.",UVCB,,ACTIVE
15683,8000-28-0,8000280,,,"Oils, lavender",Extractives and their physically modified derivatives.  Lavandula angustifolia.,UVCB,,ACTIVE
15684,8000-29-1,8000291,,,"Oils, citronella","Extractives and their physically modified derivatives.  Cymbopogon nardus or Cymbopogon winterianus, Graminae.",UVCB,,ACTIVE
15685,8000-34-8,8000348,,,"Oils, clove","Extractives and their physically modified derivatives.  Eugenia caryophyllata or Caryophyllus aromaticus, Myrtaceae.",UVCB,,ACTIVE
15686,8000-41-7,8000417,,,Terpineol,,,,ACTIVE
15687,8000-42-8,8000428,,,"Oils, caraway","Extractives and their physically modified derivatives.  Carum carvi, Umbelliferae.",UVCB,,ACTIVE
15688,8000-44-0,8000440,,,"Oils, cherry laurel","Extractives and their physically modified derivatives.  Prunus laurocerasus, Rosaceae.",UVCB,,ACTIVE
15689,8000-46-2,8000462,,,"Oils, geranium","Extractives and their physically modified derivatives.  Pelargonium graveolens or Pelargonium radula, Geraniaceae.",UVCB,,ACTIVE
15690,8000-48-4,8000484,,,"Oils, eucalyptus","Extractives and their physically modified derivatives.  Eucalyptus, Myrtaceae.",UVCB,,ACTIVE
15691,8000-66-6,8000666,,,"Oils, cardamom","Extractives and their physically modified derivatives.  Elettaria cardamomum, Zingiberaceae.",UVCB,,ACTIVE
15692,8000-68-8,8000688,,,"Oils, Parsley",Extractives and their physically modified derivatives.  Petroselinum crispum.,UVCB,,ACTIVE
15693,8000-78-0,8000780,,,"Oils, garlic","Extractives and their physically modified derivatives.  Allium sativum, Liliaceae.",UVCB,,ACTIVE
15694,8001-04-5,8001045,,,Musks,"The odorous, dried secretion from the preputial follicles of Moschus moschiferus, Moschidal.  It consists primarily of muskone, cholesterol, fats, waxes and albumins.  It may also be derived synthetically.",UVCB,,INACTIVE
15695,8001-20-5,8001205,,,Tung oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acid eleostearic. (Aleurites cordata, Compositae).",UVCB,,ACTIVE
15696,8001-21-6,8001216,,,Sunflower oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic and oleic. (Helianthus annuus, Compositae).",UVCB,,ACTIVE
15697,8001-22-7,8001227,,,Soybean oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic, oleic, palmitic and stearic. (Soja hispida).",UVCB,,ACTIVE
15698,8001-23-8,8001238,,,Safflower oil,Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acid linoleic. Carthamus tinctorius).,UVCB,,ACTIVE
15699,8001-25-0,8001250,,,Olive oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic, oleic and palmitic. (Olea europaea).",UVCB,,ACTIVE
15700,8001-26-1,8001261,,,Linseed oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic, linolenic and oleic. (Linum usitatissimum).",UVCB,,ACTIVE
15701,8001-28-3,8001283,,,"Oils, croton","Extractives and their physically modified derivatives.  Croton tiglium, Euphorbiaceae.",UVCB,,ACTIVE
15702,8001-29-4,8001294,,,Cottonseed oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic, oleic and palmitic. (Gossypium).",UVCB,,ACTIVE
15703,8001-30-7,8001307,,,Corn oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic, oleic, palmitic and stearic. (Zea mays).",UVCB,,ACTIVE
15704,8001-31-8,8001318,,,Coconut oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids capric, lauric, myristic, oleic and palmitic. (Cocos nucifera).",UVCB,,ACTIVE
15705,8001-39-6,8001396,,,Japan wax,"Extractives and their physically modified derivatives.  Rhus succedanea, Anacardiaceae.",UVCB,,ACTIVE
15706,8001-48-7,8001487,,,Gambier,"Extractives and their physically modified derivatives.  It is a product which may contain resin acids and their esters, terpenes, and oxidation or polymerization products of these terpenes.  (Uncaria gambier or Ourouparia gambier, Rubiaceae.)",UVCB,,ACTIVE
15707,8001-58-9,8001589,,,Creosote,"The distillate of coal tar produced by the high temperature carbonization of bituminous coal.  It consists primarily of aromatic hydrocarbons, tar acids and tar bases.",UVCB,,ACTIVE
15708,8001-61-4,8001614,,,"Balsams, copaiba","Extractives and their physically modified derivatives.  It consists primarily of resins, essential oils, and usually cinnamic and benzoic acids. (Copaifera, Leguminosae).",UVCB,,ACTIVE
15709,8001-67-0,8001670,,,"Oils, coffee","Extractives and their physically modified derivatives.  Coffea arabica, Rubiaceae.",UVCB,,ACTIVE
15710,8001-69-2,8001692,,,Cod-liver oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of C14-C18 and C16-C22 unsatd. fatty acids.  (Gadus callarias, Gadidae).",UVCB,,ACTIVE
15711,8001-73-8,8001738,,,"Waxes and Waxy substances, Chinese","The excretion of an insect, Coccus ceriferus or Coccus pela, Coccidae on the branches of Fraxinus Chinesis, Oleaceae.",UVCB,,ACTIVE
15712,8001-75-0,8001750,,,Ceresin,A complex combination of hydrocarbons produced by the purification of ozocerite with sulfuric acid and filtration through bone black to form waxy cakes.,UVCB,,ACTIVE
15713,8001-76-1,8001761,,,Catechu (resin),"Extractives and their physically modified derivatives.  It is a resinous product which may contain resin acids and their esters, terpenes, and oxidation or polymerization products of these terpenes.  (Acacia catechu), Leguminosae).",UVCB,,ACTIVE
15714,8001-78-3,8001783,,,"Castor oil, hydrogenated",,UVCB,,ACTIVE
15715,8001-79-4,8001794,,,Castor oil,Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acid ricinoleic. (Ricinus communis).,UVCB,,ACTIVE
15716,8001-85-2,8001852,,,Bone oil,"Substance obtained by destructive distillation of bones.  Contains pyrrole, aniline, stearonitrile, valeronitrile, pyridine, methylamine and other nitrogenous compounds.",UVCB,,ACTIVE
15717,8001-88-5,8001885,,,"Oils, birch-tar","Extractives and their physically modified derivatives.  Betula alba, Betula pendula and Betula pubescens, Betulaceae.",UVCB,,ACTIVE
15718,8001-99-8,8001998,,,"Oils, ajowan","Extractives and their physically modified derivatives.  Ptychotis ajowan or Carum ajowan, Umbelliferae.",UVCB,,ACTIVE
15719,8002-03-7,8002037,,,Peanut oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids arachidic, behenic, lignoceric, linoleic, oleic, palmitic and stearic. (Arachis hypogaea).",UVCB,,ACTIVE
15720,8002-05-9,8002059,,,Petroleum,"A complex combination of hydrocarbons.  It consists predominantly of aliphatic, alicyclic and aromatic hydrocarbons.  It may also contain small amounts of nitrogen, oxygen and sulfur compounds.  This category encompasses light, medium, and heavy petroleums, as well as the oils extracted from tar sands. Hydrocarbonaceous materials requiring major chemical changes for their recovery or conversion to petroleum refinery feedstocks such as crude shale oils, upgraded shale oils and liquid coal fuels are not included in this definition.",UVCB,,ACTIVE
15721,8002-09-3,8002093,,,"Oils, pine",Extractives and their physically modified derivatives.  A complex combination of terpenes produced by the high temperature distillation of oil of turpentine residues or by the catalytic hydration of pinenes.  Composed primarily of isomeric tertiary and secondary cyclic terpene alcohols.  May contain terpene hydrocarbons and ethers.  Exact composition varies with production methods and turpentine source.,UVCB,,ACTIVE
15722,8002-13-9,8002139,,,Rape oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids erucic, linoleic and oleic. (Brassica napus).",UVCB,,ACTIVE
15723,8002-16-2,8002162,,,Rosin oil,The product obtained by the fractional distillation of rosin at a temperature above 360.degree.C (680.degree.F).,UVCB,,ACTIVE
15724,8002-23-1,8002231,,,Spermaceti,"The waxy substance obtained from the head of a sperm whale.  It consists primarily of cetyl palmitate, cetyl alcohol, and esters of lauric acid, myristic acid and stearic acid.",UVCB,,ACTIVE
15725,8002-24-2,8002242,,,Sperm oil,Extractives and their physically modified derivatives.  It consists primarily of the glycerides of C14-C18 and C16-C22 unsatd. fatty acids. (Physeter).,UVCB,,INACTIVE
15726,8002-26-4,8002264,,,Tall oil,A complex combination of tall oil rosin and fatty acids derived from acidulation of crude tall oil soap and including that which is further refined.  Contains at least 10% rosin.,UVCB,,ACTIVE
15727,8002-29-7,8002297,,,Tar oils,The volatile oil obtained by the distillation of wood tar.  Composed primarily of phenolic substances and hydrocarbons.  Exact composition varies with production methods and wood source.,UVCB,,ACTIVE
15728,8002-31-1,8002311,,,Cocoa butter,"Extractives and their physically modified derivatives.  Theobroma cacao, Sterculiaceae.",UVCB,,ACTIVE
15729,8002-33-3,8002333,,,"Castor oil, sulfated",,UVCB,,ACTIVE
15730,8002-41-3,8002413,,,"Oils, laurel","Extractives and their physically modified derivatives.  Laurus nobilis, Lauraceae.",UVCB,,ACTIVE
15731,8002-43-5,8002435,,,Lecithins,The complex combination of diglycerides of fatty acids linked to the choline ester of phosphoric acid.,UVCB,,ACTIVE
15732,8002-45-7,8002457,,,"Linseed oil, sulfurated",,UVCB,,INACTIVE
15733,8002-47-9,8002479,,,Liver extract,"Extractives and their physically modified derivatives such as proteins, lipids, carbohydrates, nucleic acids, inorganic ions, etc. obtained from mammalian liver.",UVCB,,ACTIVE
15734,8002-48-0,8002480,,,"Malt, ext.","Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, etc., obtained from Hordeum, Gramineae.",UVCB,,ACTIVE
15735,8002-50-4,8002504,,,"Fats and Glyceridic oils, menhaden",Extractives and their physically modified derivatives.  It consists primarily of the glycerides of C14-C18 and C16-C22 unsatd. fatty acids.  (Brevoortia tyrannis).,UVCB,,ACTIVE
15736,8002-53-7,8002537,,,Montan wax,Wax obtained by extraction of lignite.,UVCB,,ACTIVE
15737,8002-64-0,8002640,,,"Fats and Glyceridic oils, neat's-foot",Oil from feet of cattle.,UVCB,,ACTIVE
15738,8002-66-2,8002662,,,"Oils, chamomile, German","Extractives and their physically modified derivatives.  Matricaria chamomilla, Compositae.",UVCB,,ACTIVE
15739,8002-67-3,8002673,,,"Oils, amber",Extractives and their physically modified derivatives.  Pinus succinifera.,UVCB,,INACTIVE
15740,8002-68-4,8002684,,,"Oils, juniper","Extractives and their physically modified derivatives.  Juniperus communis, Cupressaceae.",UVCB,,ACTIVE
15741,8002-72-0,8002720,,,"Oils, onion","Extractives and their physically modified derivatives.  Allium cepa, Liliaceae.",UVCB,,ACTIVE
15742,8002-73-1,8002731,,,Orris oil,"Extractives and their physically modified derivatives.  Iris pallida, Iridaceae.",UVCB,,ACTIVE
15743,8002-74-2,8002742,,,Paraffin waxes and Hydrocarbon waxes,Paraffin wax (petroleum).  Paraffin wax.  A complex combination of hydrocarbons obtained from petroleum fractions (by solvent crystallization or the sweating process) or from the catalytic hydrogenation of carbon monoxide (the Fischer-Tropsch Process).  It consists predominantly of straight chain hydrocarbons having carbon numbers predominantly greater than C20.,UVCB,,ACTIVE
15744,8002-75-3,8002753,,,Palm oil,"Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids lauric, oleic and palmitic. (Elaeis quineensis).",UVCB,,ACTIVE
15745,8002-78-6,8002786,,,"Oils, peach",Extractives and their physically modified derivatives.  Prunus persica.,UVCB,PMN,ACTIVE
15746,8002-80-0,8002800,,,Glutens,"A complex combination of plant proteins which occur in cereal grains, especially wheat.  It consists primarily of gliadin and glutenin.",UVCB,,ACTIVE
15747,8003-22-3,8003223,,,C.I. Solvent Yellow 33,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 47000.",,,ACTIVE
15748,8003-62-1,8003621,,,"2-Naphthalenesulfonic acid, 3-[2-[4-[2-[4-amino-6(or 7)-sulfo-1-naphthalenyl]diazenyl]phenyl]diazenyl]-6-[2-(2,4-diaminophenyl)diazenyl]-4-hydroxy-, sodium salt (1:2)",,,,ACTIVE
15749,8003-69-8,8003698,,,"2-Naphthalenesulfonic acid, 6-[2-(7-amino-1-hydroxy-3-sulfo-2-naphthalenyl)diazenyl]-3-[2-[4-[2-[4-amino-6(or 7)-sulfo-1-naphthalenyl]diazenyl]phenyl]diazenyl]-4-hydroxy-, sodium salt (1:3)",,,,ACTIVE
15750,8003-78-9,8003789,,,"2-Naphthalenesulfonic acid, 5(or 8)-[2-[3-[2-[4-[2-(3-chloro-2-methyl-5-sulfophenyl)diazenyl]-3-methylphenyl]diazenyl]-2,6-dihydroxyphenyl]diazenyl]-, sodium salt (1:2)",,,,INACTIVE
15751,8003-79-0,8003790,,,"1-Naphthalenesulfonic acid, 4-amino-3-[2-(4-aminophenyl)diazenyl]-6-[2-[4-[2-[4-amino-6(or 7)-sulfo-1-naphthalenyl]diazenyl]phenyl]diazenyl]-5-hydroxy-, sodium salt (1:2)",,,,INACTIVE
15752,8003-87-0,8003870,,,"Benzoic acid, 3,3'-[thiobis(phenylene-2,1-diazenediyl)]bis[6-hydroxy-, sodium salt (1:2)",,,,ACTIVE
15753,8003-88-1,8003881,,,"Benzenesulfonic acid, 5(or 8)-[2-[3-methyl-4-[[(4-methylphenyl)sulfonyl]oxy]phenyl]diazenyl]-8(or 5)-[2-[4-[(4-nitro-2-sulfophenyl)amino]phenyl]diazenyl]-, sodium salt (1:2)",,,,ACTIVE
15754,8004-41-9,8004419,,,C.I. Acid Orange 1,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Numbers, C.I. 13090 and 13091.",,,INACTIVE
15755,8004-87-3,8004873,,,C.I. Basic Violet 1,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 42535.",,,ACTIVE
15756,8004-88-4,8004884,,,C.I. Basic Violet 13,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 42536.",,,INACTIVE
15757,8004-92-0,8004920,,,C.I. Acid Yellow 3,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 47005.",,,ACTIVE
15758,8004-98-6,8004986,,,C.I. Solvent Blue 7,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 50400.",,,ACTIVE
15759,8004-99-7,8004997,,,C.I. Acid Blue 20,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 50405.",,,INACTIVE
15760,8005-02-5,8005025,,,C.I. Solvent Black 7,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 50415:1.",,,ACTIVE
15761,8005-03-6,8005036,,,C.I. Acid Black 2,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 50420.",,,ACTIVE
15762,8005-10-5,8005105,,,C.I. Sulphur Brown 46,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 53015.",,,INACTIVE
15763,8005-30-9,8005309,,,C.I. Vat Brown 22,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 71115.",,,INACTIVE
15764,8005-33-2,8005332,,,C.I. Natural Black 1,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 75290.",,,INACTIVE
15765,8005-40-1,8005401,,,"9,10-Anthracenedione, 1,5(or 1,8)-bis[(4-methylphenyl)amino]-",,,,ACTIVE
15766,8005-52-5,8005525,,,C.I. Direct Yellow 44,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 29000.",,,ACTIVE
15767,8005-56-9,8005569,,,C.I. Vat Red 14,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 71110.",,,ACTIVE
15768,8005-72-9,8005729,,,C.I. Direct Yellow 28,"This substance is identified in the COLOUR INDEX by Colour Index Constitution Number, C.I. 19555.",,,ACTIVE
15769,8006-05-1,8006051,,,"1,5-Naphthalenedisulfonic acid, 3-[2-[4-[2-[4-[2-(4-amino-5-methoxy-2-methylphenyl)diazenyl]-6(or 7)-sulfo-1-naphthalenyl]diazenyl]-1-naphthalenyl]diazenyl]-, sodium salt (1:3)",,,,INACTIVE
15770,8006-14-2,8006142,,,Natural gas,"Raw natural gas, as found in nature, or a gaseous combination of hydrocarbons having carbon numbers predominantly in the range of C1 through C4 separated from raw natural gas by the removal of natural gas condensate, natural gas liquid, and natural gas condensate/natural gas.",UVCB,XU,ACTIVE
15771,8006-20-0,8006200,,,"Fuel gases, low and medium B.T.U.","A complex combination obtained by burning coal or coke with a restricted air or oxygen supply or by blowing air or oxygen and steam through incandescent coke.  The combustibles consist primarily of carbon monoxide, carbon dioxide and hydrogen.",UVCB,,ACTIVE
15772,8006-44-8,8006448,,,Candelilla wax,"The wax from Euphorbia antisiphylitica or Pedilanthus pavonis, Euphorbiaceae.",UVCB,,ACTIVE
15773,8006-54-0,8006540,,,Lanolin,"Fat-like substance derived from sheep wool.  Contains a complex combination of esters and polyesters, consisting chiefly of cholesteryl and isocholesteryl esters of the higher fatty acids.",UVCB,,ACTIVE
15774,8006-61-9,8006619,,,"Gasoline, natural",A complex combination of hydrocarbons separated from natural gas by processes such as refrigeration or absorption.  It consists predominantly of saturated aliphatic hydrocarbons having carbon numbers predominantly in the range of C4 through C8 and boiling in the range of approximately minus 20.degree.C to 120.degree.C (-4.degree.F to 248.degree.F).,UVCB,XU,ACTIVE
